CountyFIPS,Year,Days_with_AQI,Good_Days,Moderate_Days,USG_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,AQI_90th_Percentile,Median_AQI,Days_NO2,Days_Ozone,Days_PM2_5,Days_PM10,AQI_Coverage_Pct,Poor_Air_Days,Poor_Air_Days_Pct,is_extreme_aqi,is_extreme_aqi_high,is_extreme_aqi_low
18069,2019,355,345,10,0,0,0,0,84,44,31,0,355,0,0,97.26027397260276,0,0.0,False,False,False
18083,2019,359,328,31,0,0,0,0,87,50,36,0,359,0,0,98.35616438356163,0,0.0,False,False,False
18083,2020,351,328,22,1,0,0,0,105,48,33,0,351,0,0,95.90163934426228,1,0.2849002849002849,False,False,False
18083,2021,360,320,38,2,0,0,0,108,51,36,0,360,0,0,98.63013698630137,2,0.5555555555555556,False,False,False
18083,2022,344,321,23,0,0,0,0,87,48,36,0,344,0,0,94.24657534246576,0,0.0,False,False,False
18089,2019,365,151,213,1,0,0,0,101,72,52,2,86,274,3,100.0,1,0.273972602739726,False,False,False
18089,2020,366,161,199,6,0,0,0,136,68,52,1,86,275,4,100.0,6,1.639344262295082,False,False,False
18089,2021,365,134,225,5,1,0,0,175,72,54,2,53,308,2,100.0,6,1.643835616438356,False,False,False
18089,2022,365,152,208,5,0,0,0,143,69,52,3,82,275,5,100.0,5,1.36986301369863,False,False,False
18091,2019,364,296,64,4,0,0,0,126,64,37,0,317,47,0,99.72602739726028,4,1.098901098901099,False,False,False
18091,2020,366,291,68,6,1,0,0,154,63,38,0,309,57,0,100.0,7,1.912568306010929,False,False,False
18091,2021,365,282,78,5,0,0,0,143,64,37,0,309,56,0,100.0,5,1.36986301369863,False,False,False
18091,2022,365,302,60,3,0,0,0,133,57,36,0,300,65,0,100.0,3,0.821917808219178,False,False,False
18095,2019,365,216,148,1,0,0,0,101,61,47,0,148,217,0,100.0,1,0.273972602739726,False,False,False
18095,2020,366,233,133,0,0,0,0,97,59,44,0,127,239,0,100.0,0,0.0,False,False,False
18095,2021,364,199,165,0,0,0,0,97,67,48,0,124,240,0,99.72602739726028,0,0.0,False,False,False
18095,2022,365,224,137,4,0,0,0,133,66,45,0,157,208,0,100.0,4,1.095890410958904,False,False,False
18097,2019,365,78,283,4,0,0,0,112,74,58,0,62,303,0,100.0,4,1.095890410958904,False,False,False
18097,2020,366,110,250,6,0,0,0,144,72,55,0,56,309,1,100.0,6,1.639344262295082,False,False,False
18097,2021,365,81,278,6,0,0,0,114,81,58,2,31,332,0,100.0,6,1.643835616438356,False,False,False
18097,2022,365,101,251,12,1,0,0,154,80,56,0,51,314,0,100.0,13,3.5616438356164384,False,False,False
18105,2019,346,220,126,0,0,0,0,72,58,43,0,0,346,0,94.7945205479452,0,0.0,False,False,False
18105,2020,357,240,117,0,0,0,0,72,57,41,0,0,357,0,97.54098360655738,0,0.0,False,False,False
18105,2021,352,223,129,0,0,0,0,95,61,43,0,0,352,0,96.43835616438356,0,0.0,False,False,False
18105,2022,347,265,82,0,0,0,0,96,55,38,0,0,347,0,95.06849315068492,0,0.0,False,False,False
18109,2019,364,344,20,0,0,0,0,87,48,35,0,364,0,0,99.72602739726028,0,0.0,False,False,False
18123,2019,358,322,36,0,0,0,0,80,51,37,0,358,0,0,98.08219178082192,0,0.0,False,False,False
18123,2020,366,352,13,1,0,0,0,105,45,34,0,366,0,0,100.0,1,0.273224043715847,False,False,False
18123,2021,363,334,29,0,0,0,0,97,50,36,0,363,0,0,99.45205479452056,0,0.0,False,False,False
18123,2022,365,344,20,1,0,0,0,119,48,36,0,365,0,0,100.0,1,0.273972602739726,False,False,False
18127,2019,365,236,125,4,0,0,0,115,64,44,0,164,188,13,100.0,4,1.095890410958904,False,False,False
18127,2020,366,247,113,5,1,0,0,151,61,43,0,193,165,8,100.0,6,1.639344262295082,False,False,False
18127,2021,365,204,154,7,0,0,0,136,68,47,0,149,205,11,100.0,7,1.9178082191780823,False,False,False
18127,2022,365,229,130,5,0,1,0,202,62,46,0,165,195,5,100.0,6,1.643835616438356,False,False,False
18129,2019,364,341,23,0,0,0,0,80,49,35,0,364,0,0,99.72602739726028,0,0.0,False,False,False
18129,2020,355,336,18,1,0,0,0,112,45,31,0,355,0,0,96.99453551912568,1,0.2816901408450704,False,False,False
18129,2021,360,344,16,0,0,0,0,77,45,32,0,360,0,0,98.63013698630137,0,0.0,False,False,False
18129,2022,364,349,15,0,0,0,0,97,45,33,0,364,0,0,99.72602739726028,0,0.0,False,False,False
18141,2019,365,217,148,0,0,0,0,100,66,46,0,178,187,0,100.0,0,0.0,False,False,False
18141,2020,366,207,154,4,1,0,0,166,65,47,0,137,229,0,100.0,5,1.366120218579235,False,False,False
18141,2021,365,169,195,1,0,0,0,105,71,52,0,96,269,0,100.0,1,0.273972602739726,False,False,False
18141,2022,365,167,192,6,0,0,0,122,73,52,1,103,261,0,100.0,6,1.643835616438356,False,False,False
18157,2019,351,210,141,0,0,0,0,78,61,43,0,0,351,0,96.16438356164385,0,0.0,False,False,False
18157,2020,348,167,181,0,0,0,0,73,61,51,0,0,348,0,95.08196721311477,0,0.0,False,False,False
18157,2021,349,213,136,0,0,0,0,97,62,44,0,0,349,0,95.61643835616438,0,0.0,False,False,False
18157,2022,350,268,82,0,0,0,0,96,56,36,0,0,350,0,95.8904109589041,0,0.0,False,False,False
18163,2019,365,229,136,0,0,0,0,90,59,46,0,155,210,0,100.0,0,0.0,False,False,False
18163,2020,366,248,116,2,0,0,0,101,61,43,0,174,192,0,100.0,2,0.546448087431694,False,False,False
18163,2021,365,176,188,1,0,0,0,109,68,51,0,76,289,0,100.0,1,0.273972602739726,False,False,False
18163,2022,365,172,193,0,0,0,0,100,66,51,0,94,271,0,100.0,0,0.0,False,False,False
18167,2019,365,161,203,1,0,0,0,102,67,52,0,110,255,0,100.0,1,0.273972602739726,False,False,False
18167,2020,366,223,142,1,0,0,0,112,61,46,0,135,231,0,100.0,1,0.273224043715847,False,False,False
18167,2021,365,172,193,0,0,0,0,99,67,51,0,100,265,0,100.0,0,0.0,False,False,False
18167,2022,365,203,160,2,0,0,0,115,63,47,0,109,256,0,100.0,2,0.547945205479452,False,False,False
18173,2019,365,337,28,0,0,0,0,93,50,36,0,365,0,0,100.0,0,0.0,False,False,False
18173,2020,366,347,17,2,0,0,0,112,47,33,0,366,0,0,100.0,2,0.546448087431694,False,False,False
18173,2021,365,337,27,1,0,0,0,105,48,35,0,365,0,0,100.0,1,0.273972602739726,False,False,False
18173,2022,365,326,38,1,0,0,0,101,51,37,0,365,0,0,100.0,1,0.273972602739726,False,False,False
19013,2019,363,238,125,0,0,0,0,85,63,41,0,0,363,0,99.45205479452056,0,0.0,False,False,False
19013,2020,366,239,127,0,0,0,0,92,59,42,0,0,366,0,100.0,0,0.0,False,False,False
19013,2021,365,211,154,0,0,0,0,96,63,47,0,0,365,0,100.0,0,0.0,False,False,False
19013,2022,364,232,132,0,0,0,0,84,59,44,0,0,364,0,99.72602739726028,0,0.0,False,False,False
19017,2019,243,228,15,0,0,0,0,90,46,37,0,243,0,0,66.57534246575342,0,0.0,False,False,False
19017,2020,244,232,12,0,0,0,0,87,45,35,0,244,0,0,66.66666666666666,0,0.0,False,False,False
19017,2021,244,223,21,0,0,0,0,90,49,40,0,244,0,0,66.84931506849315,0,0.0,False,False,False
19017,2022,243,235,8,0,0,0,0,67,47,37,0,243,0,0,66.57534246575342,0,0.0,False,False,False
19045,2019,364,192,172,0,0,0,0,91,65,49,0,94,270,0,99.72602739726028,0,0.0,False,False,False
19045,2020,324,199,125,0,0,0,0,87,62,45,0,125,199,0,88.52459016393442,0,0.0,False,False,False
19045,2021,365,134,229,2,0,0,0,112,70,55,0,62,303,0,100.0,2,0.547945205479452,False,False,False
19045,2022,364,165,198,1,0,0,0,107,67,52,0,74,290,0,99.72602739726028,1,0.2747252747252747,False,False,False
19085,2019,241,222,19,0,0,0,0,97,50,38,0,241,0,0,66.02739726027397,0,0.0,False,False,False
19085,2020,242,223,19,0,0,0,0,87,49,37,0,242,0,0,66.12021857923497,0,0.0,False,False,False
19085,2021,243,216,27,0,0,0,0,87,54,39,0,243,0,0,66.57534246575342,0,0.0,False,False,False
19085,2022,237,210,27,0,0,0,0,84,51,40,0,237,0,0,64.93150684931507,0,0.0,False,False,False
19103,2019,364,210,154,0,0,0,0,92,64,46,0,0,364,0,99.72602739726028,0,0.0,False,False,False
19103,2020,362,207,154,1,0,0,0,105,63,47,0,0,362,0,98.90710382513662,1,0.2762430939226519,False,False,False
19103,2021,364,172,190,2,0,0,0,121,67,52,0,0,364,0,99.72602739726028,2,0.5494505494505495,False,False,False
19103,2022,365,223,141,1,0,0,0,108,62,44,0,0,365,0,100.0,1,0.273972602739726,False,False,False
19113,2019,365,223,142,0,0,0,0,86,64,43,0,116,249,0,100.0,0,0.0,False,False,False
19113,2020,366,207,158,1,0,0,0,105,63,47,0,78,288,0,100.0,1,0.273224043715847,False,False,False
19113,2021,365,160,201,4,0,0,0,123,69,52,0,75,290,0,100.0,4,1.095890410958904,False,False,False
19113,2022,365,197,168,0,0,0,0,81,61,48,0,90,274,1,100.0,0,0.0,False,False,False
19137,2019,364,267,97,0,0,0,0,77,58,41,0,156,208,0,99.72602739726028,0,0.0,False,False,False
19137,2020,366,277,89,0,0,0,0,79,57,41,0,121,245,0,100.0,0,0.0,False,False,False
19137,2021,351,250,100,1,0,0,0,112,58,42,0,109,242,0,96.16438356164385,1,0.2849002849002849,False,False,False
19137,2022,363,305,58,0,0,0,0,79,54,39,0,169,194,0,99.45205479452056,0,0.0,False,False,False
19139,2019,365,238,127,0,0,0,0,93,61,42,0,0,365,0,100.0,0,0.0,False,False,False
19139,2020,366,245,120,1,0,0,0,124,59,40,0,0,366,0,100.0,1,0.273224043715847,False,False,False
19139,2021,365,211,154,0,0,0,0,90,63,45,0,0,363,2,100.0,0,0.0,False,False,False
19139,2022,365,235,130,0,0,0,0,89,58,42,0,0,363,2,100.0,0,0.0,False,False,False
19147,2019,364,246,118,0,0,0,0,93,60,44,0,102,262,0,99.72602739726028,0,0.0,False,False,False
19147,2020,366,273,93,0,0,0,0,87,57,40,0,151,215,0,100.0,0,0.0,False,False,False
19147,2021,362,250,108,2,2,0,0,167,64,43,0,136,226,0,99.17808219178085,4,1.1049723756906076,False,False,False
19147,2022,365,271,94,0,0,0,0,79,55,42,0,133,232,0,100.0,0,0.0,False,False,False
19153,2019,365,251,114,0,0,0,0,100,60,42,2,174,189,0,100.0,0,0.0,False,False,False
19153,2020,366,261,103,0,2,0,0,199,59,42,4,125,237,0,100.0,2,0.546448087431694,False,False,False
19153,2021,365,227,137,1,0,0,0,110,64,45,7,115,243,0,100.0,1,0.273972602739726,False,False,False
19153,2022,365,273,92,0,0,0,0,89,57,41,4,136,224,1,100.0,0,0.0,False,False,False
19163,2019,365,168,195,2,0,0,0,112,69,52,0,82,216,67,100.0,2,0.547945205479452,False,False,False
19163,2020,366,173,190,2,1,0,0,156,66,52,0,73,215,78,100.0,3,0.819672131147541,False,False,False
19163,2021,365,145,219,1,0,0,0,102,70,53,0,73,241,51,100.0,1,0.273972602739726,False,False,False
19163,2022,365,202,163,0,0,0,0,96,65,49,0,97,216,52,100.0,0,0.0,False,False,False
19177,2019,361,266,95,0,0,0,0,97,58,42,1,130,230,0,98.9041095890411,0,0.0,False,False,False
19177,2020,366,281,85,0,0,0,0,87,55,39,0,148,218,0,100.0,0,0.0,False,False,False
19177,2021,362,223,139,0,0,0,0,94,60,44,0,88,274,0,99.17808219178085,0,0.0,False,False,False
19177,2022,365,271,93,1,0,0,0,102,55,43,1,123,241,0,100.0,1,0.273972602739726,False,False,False
20057,2019,304,301,3,0,0,0,0,54,31,15,0,0,0,304,83.28767123287672,0,0.0,True,False,True
20057,2020,302,297,5,0,0,0,0,79,29,11,0,0,0,302,82.5136612021858,0,0.0,True,False,True
20057,2021,358,353,5,0,0,0,0,80,32,17,0,0,0,358,98.08219178082192,0,0.0,True,False,True
20057,2022,362,339,21,1,1,0,0,169,40,19,0,0,0,362,99.17808219178085,2,0.5524861878453038,True,False,True
20091,2019,362,308,54,0,0,0,0,77,53,38,0,246,116,0,99.17808219178085,0,0.0,False,False,False
20091,2020,365,250,114,1,0,0,0,117,61,41,0,142,221,2,99.72677595628416,1,0.273972602739726,False,False,False
20091,2021,364,207,153,4,0,0,0,138,65,46,0,117,247,0,99.72602739726028,4,1.098901098901099,False,False,False
20091,2022,365,227,137,1,0,0,0,115,64,44,0,138,226,1,100.0,1,0.273972602739726,False,False,False
20103,2019,362,347,15,0,0,0,0,97,45,33,0,362,0,0,99.17808219178085,0,0.0,False,False,False
20103,2020,366,356,10,0,0,0,0,77,44,32,0,366,0,0,100.0,0,0.0,False,False,False
20103,2021,348,330,16,2,0,0,0,126,47,34,0,348,0,0,95.34246575342463,2,0.5747126436781609,False,False,False
20103,2022,365,341,24,0,0,0,0,80,49,37,0,365,0,0,100.0,0,0.0,False,False,False
20133,2019,365,219,145,1,0,0,0,119,62,45,0,122,242,1,100.0,1,0.273972602739726,False,False,False
20133,2020,366,235,129,2,0,0,0,106,59,44,0,108,250,8,100.0,2,0.546448087431694,False,False,False
20133,2021,362,171,189,2,0,0,0,145,66,51,0,78,277,7,99.17808219178085,2,0.5524861878453038,False,False,False
20133,2022,360,201,159,0,0,0,0,94,66,48,1,144,208,7,98.63013698630137,0,0.0,False,False,False
20173,2019,365,282,83,0,0,0,0,97,58,41,8,253,100,4,100.0,0,0.0,False,False,False
20173,2020,366,296,67,3,0,0,0,114,56,40,3,251,104,8,100.0,3,0.819672131147541,False,False,False
20173,2021,365,224,136,5,0,0,0,141,66,46,6,188,163,8,100.0,5,1.36986301369863,False,False,False
20173,2022,365,183,178,4,0,0,0,119,71,50,0,166,191,8,100.0,4,1.095890410958904,False,False,False
20177,2019,365,216,148,0,1,0,0,161,63,45,0,128,237,0,100.0,1,0.273972602739726,False,False,False
20177,2020,366,227,135,2,2,0,0,169,61,44,0,128,235,3,100.0,4,1.092896174863388,False,False,False
20177,2021,365,189,173,2,1,0,0,151,65,49,0,86,279,0,100.0,3,0.821917808219178,False,False,False
20177,2022,350,220,130,0,0,0,0,87,62,44,0,172,177,1,95.8904109589041,0,0.0,False,False,False
20181,2019,358,354,4,0,0,0,0,58,31,12,0,0,0,358,98.08219178082192,0,0.0,True,False,True
20181,2020,303,282,20,1,0,0,0,106,44,13,0,0,0,303,82.78688524590164,1,0.33003300330033,True,False,True
20181,2021,320,308,11,0,0,1,0,221,38,17,0,0,0,320,87.67123287671232,1,0.3125,True,False,True
20181,2022,360,338,18,3,0,0,1,494,41,18,0,0,0,360,98.63013698630137,4,1.1111111111111112,True,False,True
20191,2019,365,287,78,0,0,0,0,97,57,41,3,244,110,8,100.0,0,0.0,False,False,False
20191,2020,366,231,132,3,0,0,0,117,63,45,0,123,229,14,100.0,3,0.819672131147541,False,False,False
20191,2021,365,167,194,4,0,0,0,147,68,52,0,94,266,5,100.0,4,1.095890410958904,False,False,False
20191,2022,365,197,165,3,0,0,0,115,67,48,0,146,205,14,100.0,3,0.821917808219178,False,False,False
20209,2019,365,239,125,1,0,0,0,137,63,43,24,155,185,1,100.0,1,0.273972602739726,False,False,False
20209,2020,366,146,215,5,0,0,0,116,67,53,0,58,305,3,100.0,5,1.366120218579235,False,False,False
20209,2021,365,154,204,7,0,0,0,145,69,53,0,78,287,0,100.0,7,1.9178082191780823,False,False,False
20209,2022,365,179,184,2,0,0,0,112,67,51,5,103,252,4,100.0,2,0.547945205479452,False,False,False
21013,2019,263,238,25,0,0,0,0,77,50,40,0,222,41,0,72.05479452054794,0,0.0,False,False,False
21013,2020,263,242,21,0,0,0,0,74,48,34,0,215,48,0,71.85792349726776,0,0.0,False,False,False
21013,2021,364,164,198,2,0,0,0,112,68,52,0,47,317,0,99.72602739726028,2,0.5494505494505495,False,False,False
21015,2019,239,222,17,0,0,0,0,80,49,39,0,239,0,0,65.47945205479452,0,0.0,False,False,False
21015,2020,242,218,24,0,0,0,0,87,50,36,0,242,0,0,66.12021857923497,0,0.0,False,False,False
21015,2021,244,225,19,0,0,0,0,90,49,39,0,244,0,0,66.84931506849315,0,0.0,False,False,False
21019,2019,365,259,106,0,0,0,0,74,58,44,4,124,236,1,100.0,0,0.0,False,False,False
21019,2020,366,285,81,0,0,0,0,89,57,41,2,115,248,1,100.0,0,0.0,False,False,False
21019,2021,360,231,128,1,0,0,0,102,61,44,8,70,282,0,98.63013698630137,1,0.2777777777777778,False,False,False
21029,2019,243,214,29,0,0,0,0,93,51,41,0,243,0,0,66.57534246575342,0,0.0,False,False,False
21029,2020,240,224,15,1,0,0,0,115,48,37,0,240,0,0,65.57377049180327,1,0.4166666666666667,False,False,False
21029,2021,237,212,24,1,0,0,0,143,51,37,0,237,0,0,64.93150684931507,1,0.4219409282700421,False,False,False
21037,2019,362,241,120,1,0,0,0,108,60,44,21,127,214,0,99.17808219178085,1,0.2762430939226519,False,False,False
21037,2020,366,246,120,0,0,0,0,93,59,43,0,117,249,0,100.0,0,0.0,False,False,False
21037,2021,362,230,131,1,0,0,0,101,64,44,2,94,266,0,99.17808219178085,1,0.2762430939226519,False,False,False
21043,2019,285,266,19,0,0,0,0,67,49,37,0,215,69,1,78.08219178082192,0,0.0,False,False,False
21043,2020,285,273,12,0,0,0,0,64,45,33,0,209,75,1,77.8688524590164,0,0.0,False,False,False
21043,2021,279,252,27,0,0,0,0,86,50,35,0,200,77,2,76.43835616438356,0,0.0,False,False,False
21047,2019,278,228,50,0,0,0,0,80,54,40,0,198,80,0,76.16438356164383,0,0.0,False,False,False
21047,2020,320,249,71,0,0,0,0,85,56,41,0,179,141,0,87.43169398907104,0,0.0,False,False,False
21047,2021,365,190,175,0,0,0,0,99,67,49,0,66,299,0,100.0,0,0.0,False,False,False
21059,2019,364,220,143,1,0,0,0,101,63,46,0,137,227,0,99.72602739726028,1,0.2747252747252747,False,False,False
21059,2020,366,254,111,1,0,0,0,105,59,43,1,126,239,0,100.0,1,0.273224043715847,False,False,False
21059,2021,363,200,163,0,0,0,0,99,68,48,0,88,275,0,99.45205479452056,0,0.0,False,False,False
21067,2019,364,231,133,0,0,0,0,80,58,46,5,127,232,0,99.72602739726028,0,0.0,False,False,False
21067,2020,366,258,108,0,0,0,0,86,57,42,5,114,247,0,100.0,0,0.0,False,False,False
21067,2021,363,214,148,1,0,0,0,108,66,47,16,66,280,1,99.45205479452056,1,0.2754820936639118,False,False,False
21089,2019,242,237,5,0,0,0,0,58,45,37,0,242,0,0,66.3013698630137,0,0.0,False,False,False
21089,2020,243,241,2,0,0,0,0,61,44,33,0,243,0,0,66.39344262295081,0,0.0,False,False,False
21089,2021,231,227,4,0,0,0,0,54,46,34,0,231,0,0,63.287671232876704,0,0.0,False,False,False
21091,2019,245,208,37,0,0,0,0,84,54,42,0,245,0,0,67.12328767123287,0,0.0,False,False,False
21091,2020,245,233,12,0,0,0,0,97,47,37,0,245,0,0,66.93989071038251,0,0.0,False,False,False
21091,2021,241,220,21,0,0,0,0,90,49,38,0,241,0,0,66.02739726027397,0,0.0,False,False,False
21093,2019,363,261,102,0,0,0,0,72,57,44,0,128,235,0,99.45205479452056,0,0.0,False,False,False
21093,2020,366,268,98,0,0,0,0,80,56,43,0,125,241,0,100.0,0,0.0,False,False,False
21093,2021,364,238,125,1,0,0,0,101,62,43,0,117,247,0,99.72602739726028,1,0.2747252747252747,False,False,False
21111,2019,365,124,239,2,0,0,0,136,71,54,1,99,265,0,100.0,2,0.547945205479452,False,False,False
21111,2020,366,151,208,7,0,0,0,115,64,52,3,89,274,0,100.0,7,1.912568306010929,False,False,False
21111,2021,365,138,221,6,0,0,0,126,74,54,0,68,297,0,100.0,6,1.643835616438356,False,False,False
21113,2019,245,221,24,0,0,0,0,67,50,43,0,245,0,0,67.12328767123287,0,0.0,False,False,False
21113,2020,243,232,11,0,0,0,0,77,47,37,0,243,0,0,66.39344262295081,0,0.0,False,False,False
21113,2021,227,211,15,1,0,0,0,101,49,38,0,227,0,0,62.19178082191781,1,0.4405286343612335,False,False,False
21139,2019,261,237,24,0,0,0,0,77,50,41,0,242,0,19,71.5068493150685,0,0.0,False,False,False
21139,2020,248,235,12,1,0,0,0,105,47,37,0,239,0,9,67.75956284153006,1,0.4032258064516129,False,False,False
21139,2021,243,225,18,0,0,0,0,93,48,39,0,243,0,0,66.57534246575342,0,0.0,False,False,False
21145,2019,361,186,175,0,0,0,0,97,63,50,2,101,257,1,98.9041095890411,0,0.0,False,False,False
21145,2020,366,239,126,1,0,0,0,111,61,44,4,102,260,0,100.0,1,0.273224043715847,False,False,False
21145,2021,363,221,140,2,0,0,0,109,64,44,21,93,247,2,99.45205479452056,2,0.5509641873278237,False,False,False
21185,2019,242,203,38,1,0,0,0,105,58,42,0,242,0,0,66.3013698630137,1,0.4132231404958678,False,False,False
21185,2020,239,218,21,0,0,0,0,97,49,38,0,239,0,0,65.30054644808743,0,0.0,False,False,False
21185,2021,244,216,27,1,0,0,0,105,54,39,0,244,0,0,66.84931506849315,1,0.4098360655737705,False,False,False
21193,2019,353,238,115,0,0,0,0,87,57,44,0,106,247,0,96.7123287671233,0,0.0,False,False,False
21193,2020,364,278,86,0,0,0,0,99,55,39,0,97,267,0,99.4535519125683,0,0.0,False,False,False
21193,2021,365,247,118,0,0,0,0,93,60,44,0,71,294,0,100.0,0,0.0,False,False,False
21195,2019,361,286,75,0,0,0,0,68,55,41,0,111,250,0,98.9041095890411,0,0.0,False,False,False
21195,2020,365,310,55,0,0,0,0,93,53,37,0,111,254,0,99.72677595628416,0,0.0,False,False,False
21195,2021,365,273,91,0,1,0,0,164,57,41,0,92,273,0,100.0,1,0.273972602739726,False,False,False
21199,2019,282,251,31,0,0,0,0,67,52,41,0,202,80,0,77.26027397260275,0,0.0,False,False,False
21199,2020,283,246,37,0,0,0,0,77,52,38,0,196,87,0,77.3224043715847,0,0.0,False,False,False
21199,2021,361,229,131,1,0,0,0,101,62,45,0,74,287,0,98.9041095890411,1,0.2770083102493075,False,False,False
21213,2019,244,222,22,0,0,0,0,67,50,40,0,244,0,0,66.84931506849315,0,0.0,False,False,False
21213,2020,221,217,4,0,0,0,0,67,46,36,0,221,0,0,60.38251366120219,0,0.0,False,False,False
21213,2021,243,222,21,0,0,0,0,90,50,37,0,243,0,0,66.57534246575342,0,0.0,False,False,False
21227,2019,348,237,111,0,0,0,0,76,58,44,0,98,250,0,95.34246575342463,0,0.0,False,False,False
21227,2020,366,237,129,0,0,0,0,97,58,44,0,76,290,0,100.0,0,0.0,False,False,False
21227,2021,363,218,143,2,0,0,0,117,65,45,0,78,285,0,99.45205479452056,2,0.5509641873278237,False,False,False
22005,2019,361,319,41,1,0,0,0,101,54,33,7,354,0,0,98.9041095890411,1,0.2770083102493075,False,False,False
22005,2020,364,350,14,0,0,0,0,100,46,31,6,358,0,0,99.4535519125683,0,0.0,False,False,False
22005,2021,356,338,16,1,1,0,0,159,45,31,10,346,0,0,97.53424657534246,2,0.5617977528089888,False,False,False
22005,2022,364,336,28,0,0,0,0,90,49,32,7,357,0,0,99.72602739726028,0,0.0,False,False,False
22015,2019,357,282,75,0,0,0,0,86,55,37,0,175,175,7,97.80821917808218,0,0.0,False,False,False
22015,2020,362,269,92,1,0,0,0,105,58,40,0,172,184,6,98.90710382513662,1,0.2762430939226519,False,False,False
22015,2021,365,172,193,0,0,0,0,88,64,51,0,61,297,7,100.0,0,0.0,False,False,False
22015,2022,358,162,196,0,0,0,0,99,64,52,0,55,299,4,98.08219178082192,0,0.0,False,False,False
22017,2019,356,271,85,0,0,0,0,82,59,39,0,251,105,0,97.53424657534246,0,0.0,False,False,False
22017,2020,349,289,59,1,0,0,0,126,55,36,0,255,94,0,95.3551912568306,1,0.2865329512893982,False,False,False
22017,2021,362,289,73,0,0,0,0,93,56,37,0,268,94,0,99.17808219178085,0,0.0,False,False,False
22017,2022,363,274,88,1,0,0,0,108,58,40,0,265,98,0,99.45205479452056,1,0.2754820936639118,False,False,False
22019,2019,365,131,234,0,0,0,0,90,65,53,1,69,295,0,100.0,0,0.0,False,False,False
22019,2020,349,179,169,1,0,0,0,116,64,49,2,96,251,0,95.3551912568306,1,0.2865329512893982,False,False,False
22019,2021,365,171,193,0,1,0,0,156,65,51,2,78,285,0,100.0,1,0.273972602739726,False,False,False
22019,2022,365,167,198,0,0,0,0,100,67,52,0,87,275,3,100.0,0,0.0,False,False,False
22033,2019,365,190,173,2,0,0,0,108,71,50,3,102,260,0,100.0,2,0.547945205479452,False,False,False
22033,2020,366,236,127,3,0,0,0,119,59,45,2,118,246,0,100.0,3,0.819672131147541,False,False,False
22033,2021,365,217,145,2,1,0,0,159,61,47,1,85,279,0,100.0,3,0.821917808219178,False,False,False
22033,2022,365,205,157,3,0,0,0,141,65,48,0,95,270,0,100.0,3,0.821917808219178,False,False,False
22047,2019,365,290,71,4,0,0,0,119,59,38,1,283,81,0,100.0,4,1.095890410958904,False,False,False
22047,2020,366,306,57,3,0,0,0,136,56,38,0,302,64,0,100.0,3,0.819672131147541,False,False,False
22047,2021,365,299,63,3,0,0,0,129,58,39,0,307,58,0,100.0,3,0.821917808219178,False,False,False
22047,2022,365,267,91,6,1,0,0,156,71,42,0,325,40,0,100.0,7,1.9178082191780823,False,False,False
22051,2019,365,269,96,0,0,0,0,84,58,42,2,204,159,0,100.0,0,0.0,False,False,False
22051,2020,366,280,86,0,0,0,0,87,59,40,1,184,181,0,100.0,0,0.0,False,False,False
22051,2021,355,277,76,2,0,0,0,105,55,40,1,163,191,0,97.26027397260276,2,0.5633802816901409,False,False,False
22051,2022,362,219,143,0,0,0,0,96,61,46,1,102,259,0,99.17808219178085,0,0.0,False,False,False
22055,2019,365,212,153,0,0,0,0,84,61,46,0,116,249,0,100.0,0,0.0,False,False,False
22055,2020,364,203,160,1,0,0,0,120,62,45,0,124,240,0,99.4535519125683,1,0.2747252747252747,False,False,False
22055,2021,365,243,122,0,0,0,0,87,60,42,0,145,219,1,100.0,0,0.0,False,False,False
22055,2022,364,213,149,2,0,0,0,103,63,47,0,126,236,2,99.72602739726028,2,0.5494505494505495,False,False,False
22057,2019,360,173,185,2,0,0,0,126,63,51,0,81,279,0,98.63013698630137,2,0.5555555555555556,False,False,False
22057,2020,366,212,153,1,0,0,0,115,61,48,0,71,295,0,100.0,1,0.273224043715847,False,False,False
22057,2021,347,204,143,0,0,0,0,84,60,45,0,112,235,0,95.06849315068492,0,0.0,False,False,False
22057,2022,351,238,112,1,0,0,0,109,59,43,0,129,222,0,96.16438356164385,1,0.2849002849002849,False,False,False
22063,2019,365,198,167,0,0,0,0,97,63,48,0,103,262,0,100.0,0,0.0,False,False,False
22063,2020,355,206,148,1,0,0,0,105,62,47,0,85,270,0,96.99453551912568,1,0.2816901408450704,False,False,False
22063,2021,348,186,161,1,0,0,0,133,62,48,6,83,259,0,95.34246575342463,1,0.2873563218390804,False,False,False
22063,2022,361,177,181,3,0,0,0,117,66,51,1,112,248,0,98.9041095890411,3,0.8310249307479225,False,False,False
22071,2019,365,292,73,0,0,0,0,90,57,36,52,0,307,6,100.0,0,0.0,False,False,False
22071,2020,366,297,69,0,0,0,0,90,55,33,65,0,293,6,100.0,0,0.0,False,False,False
22071,2021,357,308,49,0,0,0,0,69,53,33,57,0,296,2,97.80821917808218,0,0.0,False,False,False
22071,2022,365,286,77,2,0,0,0,102,56,35,53,0,305,5,100.0,2,0.547945205479452,False,False,False
22073,2019,363,310,53,0,0,0,0,71,52,36,0,300,63,0,99.45205479452056,0,0.0,False,False,False
22073,2020,362,324,37,1,0,0,0,111,51,34,0,289,73,0,98.90710382513662,1,0.2762430939226519,False,False,False
