CountyFIPS,Year,Disease,Disease_AdjPrev,is_extreme_disease
16041,2020,COPD,6.0,False
16041,2020,Current Asthma,9.6,False
16041,2021,COPD,6.7,False
16041,2021,Current Asthma,10.4,False
16041,2022,COPD,6.1,False
16041,2022,Current Asthma,10.7,False
16049,2019,COPD,7.3,False
16049,2019,Current Asthma,10.3,False
16049,2020,COPD,6.8,False
16049,2020,Current Asthma,10.0,False
16049,2021,COPD,6.8,False
16049,2021,Current Asthma,10.2,False
16049,2022,COPD,6.5,False
16049,2022,Current Asthma,10.9,False
16053,2019,COPD,6.6,False
16053,2019,Current Asthma,9.6,False
16053,2020,COPD,6.9,False
16053,2020,Current Asthma,9.8,False
16055,2019,COPD,5.8,False
16055,2019,Current Asthma,10.1,False
16055,2020,COPD,5.8,False
16055,2020,Current Asthma,9.7,False
16055,2021,COPD,5.9,False
16055,2021,Current Asthma,10.2,False
16055,2022,COPD,6.0,False
16055,2022,Current Asthma,10.8,False
16057,2019,COPD,5.6,False
16057,2019,Current Asthma,9.8,False
16057,2020,COPD,5.5,False
16057,2020,Current Asthma,9.9,False
16057,2021,COPD,5.7,False
16057,2021,Current Asthma,10.3,False
16057,2022,COPD,5.8,False
16057,2022,Current Asthma,10.7,False
16059,2019,COPD,6.6,False
16059,2019,Current Asthma,10.1,False
16059,2020,COPD,6.6,False
16059,2020,Current Asthma,10.1,False
16059,2021,COPD,6.6,False
16059,2021,Current Asthma,10.7,False
16059,2022,COPD,6.4,False
16059,2022,Current Asthma,11.2,False
16069,2019,COPD,6.2,False
16069,2019,Current Asthma,10.4,False
16069,2020,COPD,6.1,False
16069,2020,Current Asthma,10.1,False
16069,2021,COPD,6.4,False
16069,2021,Current Asthma,10.8,False
16069,2022,COPD,6.5,False
16069,2022,Current Asthma,11.6,False
16079,2019,COPD,8.0,False
16079,2019,Current Asthma,10.9,False
16079,2020,COPD,7.8,False
16079,2020,Current Asthma,10.5,False
16079,2021,COPD,7.9,False
16079,2021,Current Asthma,11.0,False
16079,2022,COPD,7.8,False
16079,2022,Current Asthma,11.5,False
16083,2019,COPD,6.1,False
16083,2019,Current Asthma,9.7,False
16083,2020,COPD,6.4,False
16083,2020,Current Asthma,10.0,False
16083,2021,COPD,6.3,False
16083,2021,Current Asthma,10.5,False
16083,2022,COPD,6.5,False
16083,2022,Current Asthma,11.1,False
16085,2019,COPD,5.2,False
16085,2019,Current Asthma,9.5,False
16085,2020,COPD,5.4,False
16085,2020,Current Asthma,9.6,False
16085,2021,COPD,6.2,False
16085,2021,Current Asthma,10.5,False
16085,2022,COPD,6.3,False
16085,2022,Current Asthma,10.9,False
17001,2019,COPD,6.8,False
17001,2019,Current Asthma,9.3,False
17001,2020,COPD,6.5,False
17001,2020,Current Asthma,10.0,False
17001,2021,COPD,6.7,False
17001,2021,Current Asthma,10.2,False
17001,2022,COPD,6.6,False
17001,2022,Current Asthma,10.5,False
17019,2019,COPD,6.1,False
17019,2019,Current Asthma,9.2,False
17019,2020,COPD,5.7,False
17019,2020,Current Asthma,9.5,False
17019,2021,COPD,5.9,False
17019,2021,Current Asthma,10.0,False
17019,2022,COPD,6.0,False
17019,2022,Current Asthma,10.2,False
17031,2019,COPD,5.2,False
17031,2019,Current Asthma,8.6,False
17031,2020,COPD,5.1,False
17031,2020,Current Asthma,9.4,False
17031,2021,COPD,5.2,False
17031,2021,Current Asthma,9.2,False
17031,2022,COPD,5.2,False
17031,2022,Current Asthma,9.8,False
17043,2019,COPD,4.3,False
17043,2019,Current Asthma,7.5,True
17043,2020,COPD,4.2,False
17043,2020,Current Asthma,8.5,False
17043,2021,COPD,4.3,False
17043,2021,Current Asthma,8.7,False
17043,2022,COPD,4.3,False
17043,2022,Current Asthma,8.9,False
17049,2019,COPD,6.6,False
17049,2019,Current Asthma,9.3,False
17049,2021,COPD,6.5,False
17049,2021,Current Asthma,9.9,False
17049,2022,COPD,6.4,False
17049,2022,Current Asthma,10.3,False
17083,2019,COPD,6.6,False
17083,2019,Current Asthma,9.2,False
17083,2020,COPD,6.0,False
17083,2020,Current Asthma,9.7,False
17083,2021,COPD,6.1,False
17083,2021,Current Asthma,9.8,False
17083,2022,COPD,6.4,False
17083,2022,Current Asthma,10.5,False
17085,2019,COPD,6.4,False
17085,2019,Current Asthma,9.1,False
17085,2020,COPD,6.2,False
17085,2020,Current Asthma,9.7,False
17085,2021,COPD,6.4,False
17085,2021,Current Asthma,9.8,False
17085,2022,COPD,6.1,False
17085,2022,Current Asthma,10.2,False
17089,2019,COPD,5.2,False
17089,2019,Current Asthma,8.1,False
17089,2020,COPD,5.2,False
17089,2020,Current Asthma,9.1,False
17089,2021,COPD,5.3,False
17089,2021,Current Asthma,9.4,False
17089,2022,COPD,5.0,False
17089,2022,Current Asthma,9.3,False
17097,2019,COPD,4.7,False
17097,2019,Current Asthma,8.1,False
17097,2020,COPD,4.7,False
17097,2020,Current Asthma,9.0,False
17097,2021,COPD,4.8,False
17097,2021,Current Asthma,9.0,False
17097,2022,COPD,4.7,False
17097,2022,Current Asthma,9.1,False
17111,2019,COPD,5.1,False
17111,2019,Current Asthma,8.3,False
17111,2020,COPD,5.1,False
17111,2020,Current Asthma,9.1,False
17111,2021,COPD,5.0,False
17111,2021,Current Asthma,9.2,False
17111,2022,COPD,5.0,False
17111,2022,Current Asthma,9.6,False
17113,2019,COPD,5.8,False
17113,2019,Current Asthma,8.7,False
17113,2020,COPD,5.6,False
17113,2020,Current Asthma,9.5,False
17113,2021,COPD,5.7,False
17113,2021,Current Asthma,9.8,False
17113,2022,COPD,5.5,False
17113,2022,Current Asthma,10.2,False
17115,2019,COPD,7.2,False
17115,2019,Current Asthma,10.1,False
17115,2020,COPD,6.8,False
17115,2020,Current Asthma,10.6,False
17115,2021,COPD,6.9,False
17115,2021,Current Asthma,10.6,False
17115,2022,COPD,7.0,False
17115,2022,Current Asthma,11.0,False
17117,2019,COPD,7.4,False
17117,2019,Current Asthma,9.6,False
17117,2020,COPD,7.1,False
17117,2020,Current Asthma,10.0,False
17117,2021,COPD,7.4,False
17117,2021,Current Asthma,10.3,False
17117,2022,COPD,7.2,False
17117,2022,Current Asthma,10.7,False
17119,2019,COPD,6.4,False
17119,2019,Current Asthma,9.3,False
17119,2020,COPD,6.2,False
17119,2020,Current Asthma,10.1,False
17119,2021,COPD,6.3,False
17119,2021,Current Asthma,10.1,False
17119,2022,COPD,6.2,False
17119,2022,Current Asthma,10.6,False
17143,2019,COPD,6.5,False
17143,2019,Current Asthma,9.6,False
17143,2020,COPD,6.3,False
17143,2020,Current Asthma,10.2,False
17143,2021,COPD,6.4,False
17143,2021,Current Asthma,10.3,False
17143,2022,COPD,6.5,False
17143,2022,Current Asthma,10.6,False
17161,2019,COPD,6.4,False
17161,2019,Current Asthma,8.9,False
17161,2020,COPD,6.4,False
17161,2020,Current Asthma,10.0,False
17161,2021,COPD,6.7,False
17161,2021,Current Asthma,10.3,False
17161,2022,COPD,6.7,False
17161,2022,Current Asthma,10.6,False
17167,2019,COPD,6.3,False
17167,2019,Current Asthma,9.6,False
17167,2020,COPD,6.0,False
17167,2020,Current Asthma,9.9,False
17167,2021,COPD,6.2,False
17167,2021,Current Asthma,10.2,False
17167,2022,COPD,6.1,False
17167,2022,Current Asthma,10.6,False
17197,2019,COPD,5.2,False
17197,2019,Current Asthma,8.8,False
17197,2020,COPD,4.9,False
17197,2020,Current Asthma,9.2,False
17197,2021,COPD,5.0,False
17197,2021,Current Asthma,9.2,False
17197,2022,COPD,5.0,False
17197,2022,Current Asthma,9.7,False
17201,2019,COPD,6.8,False
17201,2019,Current Asthma,9.4,False
17201,2020,COPD,6.9,False
17201,2020,Current Asthma,10.1,False
17201,2021,COPD,7.1,False
17201,2021,Current Asthma,10.4,False
17201,2022,COPD,7.0,False
17201,2022,Current Asthma,10.7,False
18003,2019,COPD,7.3,False
18003,2019,Current Asthma,9.7,False
18003,2020,COPD,7.2,False
18003,2020,Current Asthma,10.5,False
18003,2021,COPD,7.0,False
18003,2021,Current Asthma,11.1,False
18003,2022,COPD,6.9,False
18003,2022,Current Asthma,11.3,False
18005,2019,COPD,6.9,False
18005,2019,Current Asthma,9.1,False
18005,2020,COPD,6.8,False
18005,2020,Current Asthma,9.4,False
18005,2021,COPD,6.7,False
18005,2021,Current Asthma,10.0,False
18005,2022,COPD,6.7,False
18005,2022,Current Asthma,10.6,False
18019,2019,COPD,7.8,False
18019,2019,Current Asthma,10.2,False
18019,2020,COPD,7.4,False
18019,2020,Current Asthma,10.4,False
18019,2021,COPD,7.4,False
18019,2021,Current Asthma,10.5,False
18019,2022,COPD,7.1,False
18019,2022,Current Asthma,11.4,False
18035,2019,COPD,9.0,False
18035,2019,Current Asthma,10.7,False
18035,2020,COPD,8.4,False
18035,2020,Current Asthma,10.8,False
18035,2021,COPD,8.7,False
18035,2021,Current Asthma,11.4,False
18035,2022,COPD,8.7,False
18035,2022,Current Asthma,12.0,False
18039,2019,COPD,7.8,False
18039,2019,Current Asthma,9.8,False
18039,2020,COPD,7.7,False
18039,2020,Current Asthma,10.0,False
18039,2021,COPD,8.1,False
18039,2021,Current Asthma,10.5,False
18039,2022,COPD,7.9,False
18039,2022,Current Asthma,11.3,False
18043,2019,COPD,7.1,False
18043,2019,Current Asthma,9.9,False
18043,2020,COPD,6.8,False
18043,2020,Current Asthma,10.0,False
18043,2021,COPD,7.0,False
18043,2021,Current Asthma,10.4,False
18043,2022,COPD,6.8,False
18043,2022,Current Asthma,11.4,False
18057,2019,COPD,4.7,False
18057,2019,Current Asthma,8.3,False
18057,2020,COPD,4.5,False
18057,2020,Current Asthma,8.8,False
18057,2021,COPD,4.4,False
18057,2021,Current Asthma,9.2,False
18057,2022,COPD,4.3,False
18057,2022,Current Asthma,10.2,False
18063,2019,COPD,5.9,False
18063,2019,Current Asthma,9.1,False
18063,2020,COPD,5.6,False
18063,2020,Current Asthma,9.2,False
18063,2021,COPD,5.6,False
18063,2021,Current Asthma,9.9,False
18063,2022,COPD,5.5,False
18063,2022,Current Asthma,10.7,False
18067,2019,COPD,8.1,False
18067,2019,Current Asthma,10.2,False
18067,2020,COPD,7.4,False
18067,2020,Current Asthma,10.3,False
18067,2021,COPD,7.7,False
18067,2021,Current Asthma,10.9,False
18067,2022,COPD,7.8,False
18067,2022,Current Asthma,11.8,False
18069,2019,COPD,7.9,False
18069,2019,Current Asthma,10.1,False
18083,2019,COPD,8.7,False
18083,2019,Current Asthma,10.1,False
18083,2020,COPD,8.4,False
18083,2020,Current Asthma,10.3,False
18083,2021,COPD,8.4,False
18083,2021,Current Asthma,10.7,False
18083,2022,COPD,8.1,False
18083,2022,Current Asthma,11.4,False
18089,2019,COPD,7.1,False
18089,2019,Current Asthma,9.6,False
18089,2020,COPD,7.2,False
18089,2020,Current Asthma,10.5,False
18089,2021,COPD,7.3,False
18089,2021,Current Asthma,10.8,False
18089,2022,COPD,7.2,False
18089,2022,Current Asthma,11.5,False
18091,2019,COPD,8.7,False
18091,2019,Current Asthma,10.3,False
18091,2020,COPD,7.8,False
18091,2020,Current Asthma,10.3,False
18091,2021,COPD,8.0,False
18091,2021,Current Asthma,10.7,False
18091,2022,COPD,7.7,False
18091,2022,Current Asthma,11.0,False
18095,2019,COPD,9.0,False
18095,2019,Current Asthma,11.2,False
18095,2020,COPD,8.5,False
18095,2020,Current Asthma,10.9,False
18095,2021,COPD,8.3,False
18095,2021,Current Asthma,11.3,False
18095,2022,COPD,7.8,False
18095,2022,Current Asthma,11.5,False
18097,2019,COPD,7.4,False
18097,2019,Current Asthma,10.0,False
18097,2020,COPD,7.5,False
18097,2020,Current Asthma,10.9,False
18097,2021,COPD,7.3,False
18097,2021,Current Asthma,11.0,False
18097,2022,COPD,7.1,False
18097,2022,Current Asthma,11.7,False
18105,2019,COPD,7.5,False
18105,2019,Current Asthma,9.7,False
18105,2020,COPD,7.2,False
18105,2020,Current Asthma,9.8,False
18105,2021,COPD,7.0,False
18105,2021,Current Asthma,10.4,False
18105,2022,COPD,6.9,False
18105,2022,Current Asthma,11.0,False
18109,2019,COPD,7.9,False
18109,2019,Current Asthma,9.9,False
18123,2019,COPD,8.1,False
18123,2019,Current Asthma,9.6,False
18123,2020,COPD,7.7,False
18123,2020,Current Asthma,9.8,False
18123,2021,COPD,7.6,False
18123,2021,Current Asthma,10.1,False
18123,2022,COPD,7.8,False
18123,2022,Current Asthma,11.0,False
18127,2019,COPD,6.7,False
18127,2019,Current Asthma,9.2,False
18127,2020,COPD,6.5,False
18127,2020,Current Asthma,9.8,False
18127,2021,COPD,6.6,False
18127,2021,Current Asthma,10.1,False
18127,2022,COPD,6.4,False
18127,2022,Current Asthma,11.0,False
18129,2019,COPD,7.2,False
18129,2019,Current Asthma,9.6,False
18129,2020,COPD,6.9,False
18129,2020,Current Asthma,9.7,False
18129,2021,COPD,7.0,False
18129,2021,Current Asthma,10.3,False
18129,2022,COPD,6.8,False
18129,2022,Current Asthma,11.0,False
18141,2019,COPD,7.4,False
18141,2019,Current Asthma,9.7,False
18141,2020,COPD,7.0,False
18141,2020,Current Asthma,9.8,False
18141,2021,COPD,7.0,False
18141,2021,Current Asthma,10.5,False
18141,2022,COPD,7.1,False
18141,2022,Current Asthma,11.2,False
18157,2019,COPD,7.2,False
18157,2019,Current Asthma,9.5,False
18157,2020,COPD,7.1,False
18157,2020,Current Asthma,9.8,False
18157,2021,COPD,7.0,False
18157,2021,Current Asthma,10.7,False
18157,2022,COPD,7.2,False
18157,2022,Current Asthma,10.8,False
18163,2019,COPD,8.1,False
18163,2019,Current Asthma,10.3,False
18163,2020,COPD,7.7,False
18163,2020,Current Asthma,10.1,False
18163,2021,COPD,7.8,False
18163,2021,Current Asthma,10.9,False
18163,2022,COPD,7.6,False
18163,2022,Current Asthma,11.6,False
18167,2019,COPD,8.6,False
18167,2019,Current Asthma,10.0,False
18167,2020,COPD,8.4,False
18167,2020,Current Asthma,10.5,False
18167,2021,COPD,8.6,False
18167,2021,Current Asthma,11.1,False
18167,2022,COPD,8.9,False
18167,2022,Current Asthma,11.6,False
18173,2019,COPD,6.5,False
18173,2019,Current Asthma,9.3,False
18173,2020,COPD,6.0,False
18173,2020,Current Asthma,9.4,False
18173,2021,COPD,5.9,False
18173,2021,Current Asthma,9.9,False
18173,2022,COPD,5.7,False
18173,2022,Current Asthma,10.7,False
19013,2019,COPD,6.0,False
19013,2019,Current Asthma,8.9,False
19013,2020,COPD,6.1,False
19013,2020,Current Asthma,9.6,False
19013,2021,COPD,6.4,False
19013,2021,Current Asthma,9.8,False
19013,2022,COPD,6.4,False
19013,2022,Current Asthma,10.5,False
19017,2019,COPD,5.0,False
19017,2019,Current Asthma,8.1,False
19017,2020,COPD,5.1,False
19017,2020,Current Asthma,9.1,False
19017,2021,COPD,5.3,False
19017,2021,Current Asthma,9.1,False
19017,2022,COPD,5.4,False
19017,2022,Current Asthma,9.8,False
19045,2019,COPD,6.5,False
19045,2019,Current Asthma,9.1,False
19045,2020,COPD,6.8,False
19045,2020,Current Asthma,10.2,False
19045,2021,COPD,6.9,False
19045,2021,Current Asthma,9.9,False
19045,2022,COPD,6.9,False
19045,2022,Current Asthma,10.4,False
19085,2019,COPD,6.0,False
19085,2019,Current Asthma,8.5,False
19085,2020,COPD,6.0,False
19085,2020,Current Asthma,9.4,False
19085,2021,COPD,6.3,False
19085,2021,Current Asthma,9.5,False
19085,2022,COPD,6.2,False
19085,2022,Current Asthma,10.1,False
19103,2019,COPD,4.9,False
19103,2019,Current Asthma,7.9,False
19103,2020,COPD,5.0,False
19103,2020,Current Asthma,9.2,False
19103,2021,COPD,5.3,False
19103,2021,Current Asthma,9.5,False
19103,2022,COPD,5.4,False
19103,2022,Current Asthma,9.7,False
19113,2019,COPD,5.2,False
19113,2019,Current Asthma,8.2,False
19113,2020,COPD,5.4,False
19113,2020,Current Asthma,9.8,False
19113,2021,COPD,5.5,False
19113,2021,Current Asthma,9.4,False
19113,2022,COPD,5.7,False
19113,2022,Current Asthma,10.4,False
19137,2019,COPD,6.6,False
19137,2019,Current Asthma,8.8,False
19137,2020,COPD,6.6,False
19137,2020,Current Asthma,9.8,False
19137,2021,COPD,7.1,False
19137,2021,Current Asthma,9.9,False
19137,2022,COPD,6.8,False
19137,2022,Current Asthma,10.3,False
19139,2019,COPD,5.5,False
19139,2019,Current Asthma,8.2,False
19139,2020,COPD,6.0,False
19139,2020,Current Asthma,9.3,False
19139,2021,COPD,6.2,False
19139,2021,Current Asthma,9.2,False
19139,2022,COPD,6.2,False
19139,2022,Current Asthma,9.8,False
19147,2019,COPD,5.4,False
19147,2019,Current Asthma,8.3,False
19147,2020,COPD,5.4,False
19147,2020,Current Asthma,9.3,False
19147,2021,COPD,6.0,False
19147,2021,Current Asthma,9.4,False
19147,2022,COPD,6.2,False
19147,2022,Current Asthma,10.1,False
19153,2019,COPD,5.3,False
19153,2019,Current Asthma,8.0,False
19153,2020,COPD,5.3,False
19153,2020,Current Asthma,9.0,False
19153,2021,COPD,5.5,False
19153,2021,Current Asthma,9.1,False
19153,2022,COPD,5.5,False
19153,2022,Current Asthma,9.8,False
19163,2019,COPD,5.4,False
19163,2019,Current Asthma,8.7,False
19163,2020,COPD,5.4,False
19163,2020,Current Asthma,9.8,False
19163,2021,COPD,5.8,False
19163,2021,Current Asthma,9.5,False
19163,2022,COPD,5.8,False
19163,2022,Current Asthma,10.6,False
19177,2019,COPD,6.7,False
19177,2019,Current Asthma,8.9,False
19177,2020,COPD,7.1,False
19177,2020,Current Asthma,9.9,False
19177,2021,COPD,7.9,False
19177,2021,Current Asthma,10.0,False
19177,2022,COPD,7.6,False
19177,2022,Current Asthma,10.6,False
20057,2019,COPD,6.0,False
20057,2019,Current Asthma,8.7,False
20057,2020,COPD,6.3,False
20057,2020,Current Asthma,9.2,False
20057,2021,COPD,6.5,False
20057,2021,Current Asthma,9.8,False
20057,2022,COPD,6.5,False
20057,2022,Current Asthma,9.2,False
20091,2019,COPD,4.0,False
20091,2019,Current Asthma,8.4,False
20091,2020,COPD,3.8,False
20091,2020,Current Asthma,8.6,False
20091,2021,COPD,4.2,False
20091,2021,Current Asthma,9.6,False
20091,2022,COPD,4.1,False
20091,2022,Current Asthma,9.4,False
20103,2019,COPD,5.4,False
20103,2019,Current Asthma,9.2,False
20103,2020,COPD,5.3,False
20103,2020,Current Asthma,9.5,False
20103,2021,COPD,5.5,False
20103,2021,Current Asthma,9.7,False
20103,2022,COPD,5.4,False
20103,2022,Current Asthma,10.0,False
20133,2019,COPD,7.2,False
20133,2019,Current Asthma,10.2,False
20133,2020,COPD,6.8,False
20133,2020,Current Asthma,9.8,False
20133,2021,COPD,6.9,False
20133,2021,Current Asthma,10.4,False
20133,2022,COPD,7.3,False
20133,2022,Current Asthma,10.4,False
20173,2019,COPD,5.8,False
20173,2019,Current Asthma,9.7,False
20173,2020,COPD,5.8,False
20173,2020,Current Asthma,9.8,False
20173,2021,COPD,5.8,False
20173,2021,Current Asthma,10.3,False
20173,2022,COPD,6.4,False
20173,2022,Current Asthma,10.0,False
20177,2019,COPD,5.8,False
20177,2019,Current Asthma,9.7,False
20177,2020,COPD,5.6,False
20177,2020,Current Asthma,10.2,False
20177,2021,COPD,6.2,False
20177,2021,Current Asthma,10.9,False
20177,2022,COPD,6.2,False
20177,2022,Current Asthma,10.6,False
20181,2019,COPD,5.7,False
20181,2019,Current Asthma,9.1,False
20181,2020,COPD,5.5,False
20181,2020,Current Asthma,9.3,False
20181,2021,COPD,6.4,False
20181,2021,Current Asthma,10.2,False
20181,2022,COPD,6.4,False
20181,2022,Current Asthma,10.1,False
20191,2019,COPD,6.4,False
20191,2019,Current Asthma,9.5,False
20191,2020,COPD,6.4,False
20191,2020,Current Asthma,9.7,False
20191,2021,COPD,6.5,False
20191,2021,Current Asthma,10.1,False
20191,2022,COPD,6.8,False
20191,2022,Current Asthma,10.2,False
20209,2019,COPD,6.7,False
20209,2019,Current Asthma,10.4,False
20209,2020,COPD,7.1,False
20209,2020,Current Asthma,10.1,False
20209,2021,COPD,7.3,False
20209,2021,Current Asthma,10.5,False
20209,2022,COPD,7.0,False
20209,2022,Current Asthma,10.0,False
21013,2019,COPD,15.0,True
21013,2019,Current Asthma,11.8,False
21013,2020,COPD,14.0,True
21013,2020,Current Asthma,12.6,False
21013,2021,COPD,13.3,True
21013,2021,Current Asthma,12.8,True
21015,2019,COPD,6.8,False
21015,2019,Current Asthma,9.0,False
21015,2020,COPD,6.9,False
21015,2020,Current Asthma,10.2,False
21015,2021,COPD,6.5,False
21015,2021,Current Asthma,10.4,False
21019,2019,COPD,9.7,False
21019,2019,Current Asthma,10.3,False
21019,2020,COPD,9.6,False
21019,2020,Current Asthma,11.3,False
21019,2021,COPD,9.3,False
21019,2021,Current Asthma,11.4,False
21029,2019,COPD,8.6,False
21029,2019,Current Asthma,9.7,False
21029,2020,COPD,8.6,False
21029,2020,Current Asthma,11.0,False
21029,2021,COPD,8.1,False
21029,2021,Current Asthma,10.9,False
21037,2019,COPD,7.6,False
21037,2019,Current Asthma,9.4,False
21037,2020,COPD,7.3,False
21037,2020,Current Asthma,10.6,False
21037,2021,COPD,7.0,False
21037,2021,Current Asthma,10.6,False
21043,2019,COPD,11.8,True
21043,2019,Current Asthma,11.0,False
21043,2020,COPD,11.7,True
21043,2020,Current Asthma,12.0,False
21043,2021,COPD,11.7,True
21043,2021,Current Asthma,12.2,False
21047,2019,COPD,9.8,False
21047,2019,Current Asthma,10.2,False
21047,2020,COPD,9.9,False
21047,2020,Current Asthma,11.5,False
21047,2021,COPD,9.6,False
21047,2021,Current Asthma,11.9,False
21059,2019,COPD,8.7,False
21059,2019,Current Asthma,9.8,False
21059,2020,COPD,8.8,False
21059,2020,Current Asthma,11.2,False
21059,2021,COPD,8.4,False
21059,2021,Current Asthma,11.0,False
21067,2019,COPD,7.3,False
21067,2019,Current Asthma,9.4,False
21067,2020,COPD,7.1,False
21067,2020,Current Asthma,10.5,False
21067,2021,COPD,6.8,False
21067,2021,Current Asthma,10.9,False
21089,2019,COPD,9.4,False
21089,2019,Current Asthma,10.5,False
21089,2020,COPD,9.3,False
21089,2020,Current Asthma,11.3,False
21089,2021,COPD,8.7,False
21089,2021,Current Asthma,11.5,False
21091,2019,COPD,9.5,False
21091,2019,Current Asthma,10.0,False
21091,2020,COPD,9.7,False
21091,2020,Current Asthma,11.3,False
21091,2021,COPD,8.9,False
21091,2021,Current Asthma,11.1,False
21093,2019,COPD,8.1,False
21093,2019,Current Asthma,9.8,False
21093,2020,COPD,8.2,False
21093,2020,Current Asthma,11.4,False
21093,2021,COPD,7.8,False
21093,2021,Current Asthma,11.2,False
21111,2019,COPD,8.0,False
21111,2019,Current Asthma,9.7,False
21111,2020,COPD,7.5,False
21111,2020,Current Asthma,11.1,False
21111,2021,COPD,7.3,False
21111,2021,Current Asthma,10.9,False
21113,2019,COPD,8.6,False
21113,2019,Current Asthma,9.9,False
21113,2020,COPD,8.0,False
21113,2020,Current Asthma,10.8,False
21113,2021,COPD,7.8,False
21113,2021,Current Asthma,10.9,False
21139,2019,COPD,10.2,True
21139,2019,Current Asthma,10.4,False
21139,2020,COPD,9.4,False
21139,2020,Current Asthma,11.3,False
21139,2021,COPD,9.3,False
21139,2021,Current Asthma,11.4,False
21145,2019,COPD,8.7,False
21145,2019,Current Asthma,9.7,False
21145,2020,COPD,8.8,False
21145,2020,Current Asthma,11.2,False
21145,2021,COPD,8.4,False
21145,2021,Current Asthma,11.2,False
21185,2019,COPD,6.1,False
21185,2019,Current Asthma,8.5,False
21185,2020,COPD,6.0,False
21185,2020,Current Asthma,9.9,False
21185,2021,COPD,5.7,False
21185,2021,Current Asthma,9.9,False
21193,2019,COPD,12.1,True
21193,2019,Current Asthma,10.8,False
21193,2020,COPD,11.2,True
21193,2020,Current Asthma,11.9,False
21193,2021,COPD,11.2,True
21193,2021,Current Asthma,12.1,False
21195,2019,COPD,12.2,True
21195,2019,Current Asthma,10.7,False
21195,2020,COPD,12.0,True
21195,2020,Current Asthma,12.0,False
21195,2021,COPD,11.8,True
21195,2021,Current Asthma,12.3,False
21199,2019,COPD,10.9,True
21199,2019,Current Asthma,10.6,False
21199,2020,COPD,10.9,True
21199,2020,Current Asthma,12.0,False
21199,2021,COPD,10.3,True
21199,2021,Current Asthma,12.0,False
21213,2019,COPD,9.3,False
21213,2019,Current Asthma,10.0,False
21213,2020,COPD,8.9,False
21213,2020,Current Asthma,11.2,False
21213,2021,COPD,8.3,False
21213,2021,Current Asthma,11.3,False
21227,2019,COPD,8.4,False
21227,2019,Current Asthma,9.6,False
21227,2020,COPD,8.6,False
21227,2020,Current Asthma,11.2,False
21227,2021,COPD,8.0,False
21227,2021,Current Asthma,11.1,False
22005,2019,COPD,6.1,False
22005,2019,Current Asthma,8.8,False
22005,2020,COPD,5.8,False
22005,2020,Current Asthma,8.8,False
22005,2021,COPD,6.2,False
22005,2021,Current Asthma,9.6,False
22005,2022,COPD,6.1,False
22005,2022,Current Asthma,9.7,False
22015,2019,COPD,7.0,False
22015,2019,Current Asthma,9.1,False
22015,2020,COPD,6.9,False
22015,2020,Current Asthma,9.7,False
22015,2021,COPD,7.4,False
22015,2021,Current Asthma,10.1,False
22015,2022,COPD,6.9,False
22015,2022,Current Asthma,10.1,False
22017,2019,COPD,7.7,False
22017,2019,Current Asthma,10.4,False
22017,2020,COPD,7.6,False
22017,2020,Current Asthma,10.6,False
22017,2021,COPD,8.0,False
22017,2021,Current Asthma,10.9,False
22017,2022,COPD,8.0,False
22017,2022,Current Asthma,10.9,False
22019,2019,COPD,7.5,False
22019,2019,Current Asthma,9.8,False
22019,2020,COPD,7.1,False
22019,2020,Current Asthma,9.7,False
22019,2021,COPD,7.4,False
22019,2021,Current Asthma,10.0,False
22019,2022,COPD,7.2,False
22019,2022,Current Asthma,10.3,False
22033,2019,COPD,6.2,False
22033,2019,Current Asthma,9.0,False
22033,2020,COPD,6.0,False
22033,2020,Current Asthma,9.1,False
22033,2021,COPD,6.4,False
22033,2021,Current Asthma,10.2,False
22033,2022,COPD,6.6,False
22033,2022,Current Asthma,10.3,False
22047,2019,COPD,8.2,False
22047,2019,Current Asthma,10.1,False
22047,2020,COPD,7.6,False
22047,2020,Current Asthma,10.0,False
22047,2021,COPD,8.2,False
22047,2021,Current Asthma,10.8,False
22047,2022,COPD,7.8,False
22047,2022,Current Asthma,10.7,False
22051,2019,COPD,6.5,False
22051,2019,Current Asthma,8.8,False
22051,2020,COPD,6.4,False
22051,2020,Current Asthma,9.3,False
22051,2021,COPD,6.6,False
22051,2021,Current Asthma,10.0,False
22051,2022,COPD,6.5,False
22051,2022,Current Asthma,9.8,False
22055,2019,COPD,6.8,False
22055,2019,Current Asthma,9.2,False
22055,2020,COPD,6.5,False
22055,2020,Current Asthma,9.2,False
22055,2021,COPD,6.7,False
22055,2021,Current Asthma,9.8,False
22055,2022,COPD,6.7,False
22055,2022,Current Asthma,9.7,False
22057,2019,COPD,8.1,False
22057,2019,Current Asthma,9.6,False
22057,2020,COPD,8.2,False
22057,2020,Current Asthma,9.5,False
22057,2021,COPD,8.1,False
22057,2021,Current Asthma,10.4,False
22057,2022,COPD,8.3,False
22057,2022,Current Asthma,10.2,False
22063,2019,COPD,7.5,False
22063,2019,Current Asthma,9.2,False
22063,2020,COPD,7.0,False
22063,2020,Current Asthma,9.0,False
22063,2021,COPD,7.2,False
22063,2021,Current Asthma,9.9,False
22063,2022,COPD,7.2,False
22063,2022,Current Asthma,9.9,False
22071,2019,COPD,6.7,False
22071,2019,Current Asthma,9.6,False
22071,2020,COPD,6.5,False
22071,2020,Current Asthma,10.2,False
22071,2021,COPD,6.9,False
22071,2021,Current Asthma,10.7,False
