CountyFIPS,Year,DiseaseID,Disease_AdjPrev
8083,2019,2,10.0
8083,2020,1,6.4
8083,2020,2,10.7
8083,2021,1,6.4
8083,2021,2,11.1
8083,2022,1,6.3
8083,2022,2,12.0
8099,2019,1,5.7
8099,2019,2,9.4
8099,2020,1,6.8
8099,2020,2,10.5
8099,2021,1,7.0
8099,2021,2,11.1
8099,2022,1,6.9
8099,2022,2,11.2
8101,2021,1,5.9
8101,2021,2,10.9
8101,2022,1,6.1
8101,2022,2,11.2
8103,2019,1,5.7
8103,2019,2,9.6
8103,2020,1,6.3
8103,2020,2,10.3
8103,2021,1,6.6
8103,2021,2,10.9
8103,2022,1,5.7
8103,2022,2,11.3
8107,2019,1,4.5
8107,2019,2,8.9
8107,2020,1,4.7
8107,2020,2,9.6
8107,2021,1,4.7
8107,2021,2,10.0
8107,2022,1,4.5
8107,2022,2,10.6
8113,2019,1,4.1
8113,2019,2,8.8
8113,2020,1,4.6
8113,2020,2,9.5
8113,2021,1,4.7
8113,2021,2,9.9
8113,2022,1,4.5
8113,2022,2,10.5
8123,2019,1,4.8
8123,2019,2,9.0
8123,2020,1,5.7
8123,2020,2,9.9
8123,2021,1,5.6
8123,2021,2,10.7
8123,2022,1,5.3
8123,2022,2,10.7
9001,2019,1,4.1
9001,2019,2,8.2
9001,2020,1,4.3
9001,2020,2,9.1
9001,2021,1,4.4
9001,2021,2,10.2
9003,2019,1,4.7
9003,2019,2,10.1
9003,2020,1,5.2
9003,2020,2,11.2
9003,2021,1,5.2
9003,2021,2,11.5
9005,2019,1,5.0
9005,2019,2,9.3
9005,2020,1,5.3
9005,2020,2,10.8
9005,2021,1,4.9
9005,2021,2,10.2
9007,2019,1,4.7
9007,2019,2,9.6
9007,2020,1,4.9
9007,2020,2,10.2
9007,2021,1,4.6
9007,2021,2,10.8
9009,2019,1,5.1
9009,2019,2,10.6
9009,2020,1,5.4
9009,2020,2,10.9
9009,2021,1,5.4
9009,2021,2,10.9
9011,2019,1,5.3
9011,2019,2,10.0
9011,2020,1,5.6
9011,2020,2,10.7
9011,2021,1,5.4
9011,2021,2,11.0
9013,2019,1,4.9
9013,2019,2,8.9
9013,2020,1,5.1
9013,2020,2,10.7
9013,2021,1,5.0
9013,2021,2,10.8
9015,2019,1,6.1
9015,2019,2,10.7
9015,2020,1,6.2
9015,2020,2,10.8
9015,2021,1,6.3
9015,2021,2,11.3
10001,2019,1,7.8
10001,2019,2,11.2
10001,2020,1,7.1
10001,2020,2,11.0
10001,2021,1,6.7
10001,2021,2,11.2
10001,2022,1,6.6
10001,2022,2,12.6
10003,2019,1,6.2
10003,2019,2,9.4
10003,2020,1,5.3
10003,2020,2,10.3
10003,2021,1,5.1
10003,2021,2,9.8
10003,2022,1,5.3
10003,2022,2,10.4
10005,2019,1,7.3
10005,2019,2,9.3
10005,2020,1,6.7
10005,2020,2,9.6
10005,2021,1,6.3
10005,2021,2,10.4
10005,2022,1,6.3
10005,2022,2,10.7
11001,2019,1,4.7
11001,2019,2,10.1
11001,2020,1,4.0
11001,2020,2,10.3
11001,2021,1,4.4
11001,2021,2,10.7
11001,2022,1,4.2
11001,2022,2,10.2
12001,2019,1,7.3
12001,2019,2,9.1
12001,2020,1,7.2
12001,2020,2,9.3
12001,2022,1,6.3
12001,2022,2,10.1
12005,2019,1,8.2
12005,2019,2,8.9
12005,2020,1,7.8
12005,2020,2,9.4
12005,2022,1,6.7
12005,2022,2,10.0
12009,2019,1,7.3
12009,2019,2,8.3
12009,2020,1,7.0
12009,2020,2,9.1
12009,2022,1,5.9
12009,2022,2,9.7
12011,2019,1,6.0
12011,2019,2,7.8
12011,2020,1,6.2
12011,2020,2,8.5
12011,2022,1,5.3
12011,2022,2,9.2
12021,2019,1,6.4
12021,2019,2,7.6
12021,2020,1,6.4
12021,2020,2,8.2
12021,2022,1,5.3
12021,2022,2,8.8
12023,2019,1,9.7
12023,2019,2,9.7
12023,2020,1,9.1
12023,2020,2,9.6
12023,2022,1,8.4
12023,2022,2,10.4
12031,2019,1,7.5
12031,2019,2,9.1
12031,2020,1,7.3
12031,2020,2,9.3
12031,2022,1,6.5
12031,2022,2,10.3
12033,2019,1,7.9
12033,2019,2,9.3
12033,2020,1,7.6
12033,2020,2,9.2
12033,2022,1,6.9
12033,2022,2,10.6
12035,2019,1,7.5
12035,2019,2,8.5
12035,2020,1,7.3
12035,2020,2,9.0
12035,2022,1,6.0
12035,2022,2,9.9
12047,2019,1,11.4
12047,2019,2,9.9
12047,2020,1,11.1
12047,2020,2,9.6
12047,2022,1,10.1
12047,2022,2,11.0
12055,2019,1,8.6
12055,2019,2,8.6
12055,2020,1,8.4
12055,2020,2,9.1
12055,2022,1,7.3
12055,2022,2,9.9
12057,2019,1,6.4
12057,2019,2,8.1
12057,2020,1,6.6
12057,2020,2,8.7
12057,2022,1,5.6
12057,2022,2,9.4
12061,2019,1,7.4
12061,2019,2,8.4
12061,2020,1,7.1
12061,2020,2,8.9
12061,2022,1,5.8
12061,2022,2,9.4
12069,2019,1,7.4
12069,2019,2,8.3
12069,2020,1,7.5
12069,2020,2,8.7
12069,2022,1,6.0
12069,2022,2,9.8
12071,2019,1,6.9
12071,2019,2,8.3
12071,2020,1,6.8
12071,2020,2,8.4
12071,2022,1,5.9
12071,2022,2,9.4
12073,2019,1,7.2
12073,2019,2,9.1
12073,2020,1,6.9
12073,2020,2,9.4
12073,2022,1,6.1
12073,2022,2,10.4
12081,2019,1,7.2
12081,2019,2,8.6
12081,2020,1,7.2
12081,2020,2,8.8
12081,2022,1,6.0
12081,2022,2,9.3
12083,2019,1,8.3
12083,2019,2,9.0
12083,2020,1,8.4
12083,2020,2,9.5
12083,2022,1,7.2
12083,2022,2,10.0
12085,2019,1,6.9
12085,2019,2,7.9
12085,2020,1,6.6
12085,2020,2,8.6
12085,2022,1,5.8
12085,2022,2,9.4
12086,2019,1,5.4
12086,2019,2,7.7
12086,2020,1,5.5
12086,2020,2,8.1
12086,2022,1,4.7
12086,2022,2,8.6
12089,2019,1,7.2
12089,2019,2,8.5
12091,2019,1,7.2
12091,2019,2,8.6
12091,2020,1,7.1
12091,2020,2,8.5
12095,2019,1,6.2
12095,2019,2,8.3
12095,2020,1,6.3
12095,2020,2,8.6
12095,2022,1,5.4
12095,2022,2,9.1
12097,2019,1,6.5
12097,2019,2,8.1
12097,2020,1,6.4
12097,2020,2,8.5
12097,2022,1,5.2
12097,2022,2,8.9
12099,2019,1,6.3
12099,2019,2,8.0
12099,2020,1,6.6
12099,2020,2,8.5
12099,2022,1,5.4
12099,2022,2,9.4
12101,2019,1,7.8
12101,2019,2,8.4
12101,2020,1,7.6
12101,2020,2,8.9
12101,2022,1,6.3
12101,2022,2,9.8
12103,2019,1,7.4
12103,2019,2,8.7
12103,2020,1,7.0
12103,2020,2,8.7
12103,2022,1,6.1
12103,2022,2,9.7
12105,2019,1,8.1
12105,2019,2,9.0
12105,2020,1,7.9
12105,2020,2,9.0
12105,2022,1,6.9
12105,2022,2,10.1
12107,2019,1,10.8
12107,2019,2,9.7
12107,2020,1,10.8
12107,2020,2,9.8
12107,2022,1,10.1
12107,2022,2,11.0
12111,2019,1,7.5
12111,2019,2,8.4
12111,2020,1,7.5
12111,2020,2,9.0
12111,2022,1,6.4
12111,2022,2,10.1
12113,2019,1,7.4
12113,2019,2,8.3
12113,2020,1,7.3
12113,2020,2,8.8
12113,2022,1,5.9
12113,2022,2,9.6
12115,2019,1,6.6
12115,2019,2,8.0
12115,2020,1,6.4
12115,2020,2,8.3
12115,2022,1,5.5
12115,2022,2,9.5
12117,2019,1,5.9
12117,2019,2,8.0
12117,2020,1,5.7
12117,2020,2,8.4
12117,2022,1,5.0
12117,2022,2,9.1
12127,2019,1,7.7
12127,2019,2,8.3
12127,2020,1,7.5
12127,2020,2,8.9
