CountyFIPS,Year,DiseaseID,Disease_AdjPrev
12127,2022,1,6.4
12127,2022,2,10.1
12129,2019,1,8.3
12129,2019,2,8.6
12129,2020,1,7.8
12129,2020,2,8.8
12129,2022,1,6.7
12129,2022,2,10.0
13021,2019,1,8.0
13021,2019,2,10.5
13021,2020,1,7.6
13021,2020,2,11.1
13021,2021,1,7.3
13021,2021,2,11.3
13021,2022,1,7.5
13021,2022,2,11.3
13051,2019,1,6.5
13051,2019,2,9.3
13051,2020,1,6.0
13051,2020,2,10.1
13051,2021,1,5.9
13051,2021,2,9.9
13051,2022,1,5.8
13051,2022,2,10.3
13055,2019,1,10.4
13055,2019,2,10.3
13055,2020,1,10.0
13055,2020,2,10.6
13055,2021,1,9.7
13055,2021,2,10.9
13055,2022,1,9.6
13055,2022,2,10.8
13059,2019,1,7.5
13059,2019,2,9.7
13059,2020,1,7.0
13059,2020,2,10.2
13059,2021,1,6.6
13059,2021,2,10.5
13059,2022,1,6.7
13059,2022,2,10.5
13067,2019,1,5.1
13067,2019,2,8.4
13067,2020,1,4.7
13067,2020,2,8.8
13067,2021,1,4.5
13067,2021,2,9.4
13067,2022,1,4.5
13067,2022,2,9.4
13073,2019,1,5.5
13073,2019,2,8.4
13073,2020,1,5.2
13073,2020,2,9.0
13073,2021,1,5.0
13073,2021,2,9.4
13073,2022,1,5.0
13073,2022,2,9.6
13089,2019,1,5.7
13089,2019,2,9.1
13089,2020,1,5.2
13089,2020,2,9.7
13089,2021,1,4.9
13089,2021,2,10.1
13089,2022,1,4.9
13089,2022,2,10.3
13095,2019,1,8.7
13095,2019,2,11.2
13095,2020,1,8.0
13095,2020,2,11.8
13095,2021,1,7.8
13095,2021,2,12.0
13095,2022,1,8.1
13095,2022,2,12.0
13097,2019,1,6.5
13097,2019,2,9.6
13097,2020,1,6.0
13097,2020,2,10.0
13097,2021,1,5.9
13097,2021,2,10.5
13097,2022,1,5.5
13097,2022,2,10.7
13115,2019,1,8.2
13115,2019,2,9.4
13115,2020,1,7.7
13115,2020,2,10.1
13115,2021,1,7.6
13115,2021,2,10.4
13115,2022,1,7.3
13115,2022,2,10.3
13121,2019,1,5.3
13121,2019,2,8.5
13121,2020,1,4.7
13121,2020,2,9.5
13121,2021,1,4.6
13121,2021,2,9.5
13121,2022,1,4.4
13121,2022,2,9.4
13127,2019,1,7.2
13127,2019,2,9.5
13127,2020,1,6.6
13127,2020,2,10.1
13127,2021,1,6.4
13127,2021,2,10.2
13127,2022,1,6.5
13127,2022,2,10.3
13135,2019,1,5.5
13135,2019,2,7.8
13135,2020,1,5.1
13135,2020,2,9.0
13135,2021,1,5.0
13135,2021,2,9.1
13135,2022,1,4.9
13135,2022,2,9.1
13139,2019,1,6.8
13139,2019,2,8.4
13139,2020,1,6.7
13139,2020,2,9.3
13139,2021,1,6.4
13139,2021,2,9.6
13139,2022,1,6.2
13139,2022,2,9.5
13151,2019,1,5.9
13151,2019,2,9.2
13151,2020,1,5.5
13151,2020,2,10.1
13151,2021,1,5.2
13151,2021,2,10.1
13151,2022,1,5.2
13151,2022,2,10.5
13153,2019,1,6.6
13153,2019,2,9.5
13153,2020,1,5.7
13153,2020,2,9.8
13153,2021,1,5.6
13153,2021,2,10.2
13153,2022,1,5.5
13153,2022,2,10.1
13185,2019,1,8.0
13185,2019,2,10.3
13185,2020,1,7.4
13185,2020,2,10.2
13185,2021,1,7.2
13185,2021,2,10.9
13185,2022,1,7.1
13185,2022,2,10.7
13213,2019,1,8.9
13213,2019,2,9.5
13213,2020,1,8.5
13213,2020,2,10.2
13213,2021,1,8.3
13213,2021,2,10.4
13213,2022,1,7.4
13213,2022,2,10.2
13215,2019,1,7.4
13215,2019,2,9.8
13215,2020,1,6.8
13215,2020,2,10.6
13215,2021,1,6.4
13215,2021,2,10.4
13215,2022,1,6.6
13215,2022,2,11.0
13245,2019,1,8.1
13245,2019,2,10.4
13245,2020,1,7.5
13245,2020,2,11.2
13245,2021,1,7.1
13245,2021,2,11.0
13245,2022,1,7.0
13245,2022,2,11.5
13247,2019,1,6.5
13247,2019,2,9.6
13247,2020,1,6.1
13247,2020,2,10.7
13247,2021,1,6.0
13247,2021,2,10.9
13247,2022,1,5.9
13247,2022,2,11.1
13261,2019,1,8.8
13261,2019,2,10.8
13261,2020,1,7.6
13261,2020,2,11.0
13261,2021,1,7.7
13261,2021,2,11.3
13261,2022,1,7.7
13261,2022,2,11.3
13295,2019,1,8.7
13295,2019,2,9.5
13295,2021,1,7.6
13295,2021,2,10.3
13295,2022,1,7.4
13295,2022,2,10.3
13303,2019,1,8.9
13303,2019,2,10.4
13303,2020,1,8.4
13303,2020,2,10.9
13303,2021,1,8.1
13303,2021,2,10.9
13303,2022,1,8.3
13303,2022,2,11.1
15001,2019,1,5.1
15001,2019,2,10.0
15001,2020,1,5.3
15001,2020,2,10.1
15001,2021,1,5.0
15001,2021,2,10.1
15001,2022,1,5.6
15001,2022,2,11.4
15003,2019,1,3.9
15003,2019,2,9.2
15003,2020,1,3.6
15003,2020,2,8.9
15003,2021,1,3.6
15003,2021,2,8.4
15003,2022,1,4.1
15003,2022,2,9.7
15007,2019,1,4.3
15007,2019,2,9.2
15007,2020,1,4.4
15007,2020,2,9.5
15007,2021,1,4.6
15007,2021,2,9.2
15009,2019,1,4.4
15009,2019,2,8.8
15009,2020,1,4.3
15009,2020,2,9.4
15009,2021,1,4.2
15009,2021,2,9.2
15009,2022,1,4.8
15009,2022,2,10.5
16001,2019,1,4.8
16001,2019,2,9.0
16001,2020,1,4.8
16001,2020,2,9.8
16001,2021,1,4.7
16001,2021,2,9.5
16001,2022,1,4.8
16001,2022,2,10.3
16005,2019,1,5.9
16005,2019,2,9.7
16005,2020,1,6.1
16005,2020,2,9.7
16005,2021,1,6.3
16005,2021,2,10.4
16005,2022,1,6.2
16005,2022,2,11.2
16013,2019,1,4.9
16013,2019,2,9.2
16013,2020,1,5.0
16013,2020,2,9.4
16013,2021,1,4.9
16013,2021,2,9.6
16013,2022,1,4.7
16013,2022,2,10.0
16017,2019,1,6.4
16017,2019,2,10.2
16017,2020,1,6.1
16017,2020,2,9.9
16017,2021,1,6.4
16017,2021,2,10.7
16017,2022,1,6.2
16017,2022,2,10.9
16019,2019,1,5.3
16019,2019,2,9.3
16019,2020,1,5.3
16019,2020,2,9.5
16019,2021,1,5.8
16019,2021,2,10.8
16019,2022,1,5.7
16019,2022,2,10.7
16021,2022,1,7.2
16021,2022,2,11.4
16027,2019,1,6.3
16027,2019,2,10.3
16027,2020,1,6.2
16027,2020,2,10.4
16027,2021,1,6.5
16027,2021,2,10.6
16027,2022,1,6.2
16027,2022,2,10.8
16041,2019,1,6.0
16041,2019,2,9.7
16041,2020,1,6.0
16041,2020,2,9.6
16041,2021,1,6.7
16041,2021,2,10.4
16041,2022,1,6.1
16041,2022,2,10.7
16049,2019,1,7.3
16049,2019,2,10.3
16049,2020,1,6.8
16049,2020,2,10.0
16049,2021,1,6.8
16049,2021,2,10.2
16049,2022,1,6.5
16049,2022,2,10.9
16053,2019,1,6.6
16053,2019,2,9.6
16053,2020,1,6.9
16053,2020,2,9.8
16055,2019,1,5.8
16055,2019,2,10.1
16055,2020,1,5.8
16055,2020,2,9.7
16055,2021,1,5.9
16055,2021,2,10.2
16055,2022,1,6.0
16055,2022,2,10.8
16057,2019,1,5.6
16057,2019,2,9.8
16057,2020,1,5.5
16057,2020,2,9.9
16057,2021,1,5.7
16057,2021,2,10.3
16057,2022,1,5.8
16057,2022,2,10.7
16059,2019,1,6.6
16059,2019,2,10.1
16059,2020,1,6.6
16059,2020,2,10.1
16059,2021,1,6.6
16059,2021,2,10.7
16059,2022,1,6.4
16059,2022,2,11.2
16069,2019,1,6.2
16069,2019,2,10.4
16069,2020,1,6.1
16069,2020,2,10.1
16069,2021,1,6.4
16069,2021,2,10.8
16069,2022,1,6.5
16069,2022,2,11.6
16079,2019,1,8.0
16079,2019,2,10.9
16079,2020,1,7.8
16079,2020,2,10.5
16079,2021,1,7.9
16079,2021,2,11.0
16079,2022,1,7.8
16079,2022,2,11.5
16083,2019,1,6.1
16083,2019,2,9.7
16083,2020,1,6.4
16083,2020,2,10.0
16083,2021,1,6.3
16083,2021,2,10.5
16083,2022,1,6.5
16083,2022,2,11.1
16085,2019,1,5.2
16085,2019,2,9.5
16085,2020,1,5.4
16085,2020,2,9.6
16085,2021,1,6.2
16085,2021,2,10.5
16085,2022,1,6.3
16085,2022,2,10.9
17001,2019,1,6.8
17001,2019,2,9.3
17001,2020,1,6.5
17001,2020,2,10.0
17001,2021,1,6.7
17001,2021,2,10.2
17001,2022,1,6.6
17001,2022,2,10.5
17019,2019,1,6.1
17019,2019,2,9.2
17019,2020,1,5.7
17019,2020,2,9.5
17019,2021,1,5.9
17019,2021,2,10.0
17019,2022,1,6.0
17019,2022,2,10.2
17031,2019,1,5.2
17031,2019,2,8.6
17031,2020,1,5.1
17031,2020,2,9.4
17031,2021,1,5.2
17031,2021,2,9.2
17031,2022,1,5.2
17031,2022,2,9.8
17043,2019,1,4.3
17043,2019,2,7.5
17043,2020,1,4.2
17043,2020,2,8.5
17043,2021,1,4.3
17043,2021,2,8.7
17043,2022,1,4.3
17043,2022,2,8.9
17049,2019,1,6.6
17049,2019,2,9.3
17049,2021,1,6.5
17049,2021,2,9.9
17049,2022,1,6.4
17049,2022,2,10.3
17083,2019,1,6.6
17083,2019,2,9.2
17083,2020,1,6.0
17083,2020,2,9.7
17083,2021,1,6.1
17083,2021,2,9.8
17083,2022,1,6.4
17083,2022,2,10.5
17085,2019,1,6.4
17085,2019,2,9.1
17085,2020,1,6.2
17085,2020,2,9.7
17085,2021,1,6.4
17085,2021,2,9.8
17085,2022,1,6.1
17085,2022,2,10.2
17089,2019,1,5.2
17089,2019,2,8.1
17089,2020,1,5.2
17089,2020,2,9.1
17089,2021,1,5.3
17089,2021,2,9.4
17089,2022,1,5.0
17089,2022,2,9.3
17097,2019,1,4.7
17097,2019,2,8.1
17097,2020,1,4.7
17097,2020,2,9.0
17097,2021,1,4.8
17097,2021,2,9.0
17097,2022,1,4.7
17097,2022,2,9.1
17111,2019,1,5.1
17111,2019,2,8.3
17111,2020,1,5.1
17111,2020,2,9.1
17111,2021,1,5.0
17111,2021,2,9.2
17111,2022,1,5.0
17111,2022,2,9.6
17113,2019,1,5.8
17113,2019,2,8.7
17113,2020,1,5.6
17113,2020,2,9.5
17113,2021,1,5.7
17113,2021,2,9.8
17113,2022,1,5.5
17113,2022,2,10.2
17115,2019,1,7.2
17115,2019,2,10.1
17115,2020,1,6.8
17115,2020,2,10.6
17115,2021,1,6.9
17115,2021,2,10.6
17115,2022,1,7.0
17115,2022,2,11.0
17117,2019,1,7.4
17117,2019,2,9.6
17117,2020,1,7.1
17117,2020,2,10.0
17117,2021,1,7.4
17117,2021,2,10.3
17117,2022,1,7.2
17117,2022,2,10.7
17119,2019,1,6.4
17119,2019,2,9.3
17119,2020,1,6.2
17119,2020,2,10.1
17119,2021,1,6.3
17119,2021,2,10.1
17119,2022,1,6.2
17119,2022,2,10.6
17143,2019,1,6.5
17143,2019,2,9.6
17143,2020,1,6.3
17143,2020,2,10.2
17143,2021,1,6.4
17143,2021,2,10.3
17143,2022,1,6.5
17143,2022,2,10.6
17161,2019,1,6.4
17161,2019,2,8.9
17161,2020,1,6.4
17161,2020,2,10.0
17161,2021,1,6.7
17161,2021,2,10.3
17161,2022,1,6.7
17161,2022,2,10.6
17167,2019,1,6.3
17167,2019,2,9.6
17167,2020,1,6.0
17167,2020,2,9.9
17167,2021,1,6.2
17167,2021,2,10.2
17167,2022,1,6.1
17167,2022,2,10.6
17197,2019,1,5.2
17197,2019,2,8.8
17197,2020,1,4.9
17197,2020,2,9.2
17197,2021,1,5.0
17197,2021,2,9.2
17197,2022,1,5.0
17197,2022,2,9.7
17201,2019,1,6.8
17201,2019,2,9.4
17201,2020,1,6.9
17201,2020,2,10.1
17201,2021,1,7.1
17201,2021,2,10.4
17201,2022,1,7.0
17201,2022,2,10.7
18003,2019,1,7.3
18003,2019,2,9.7
18003,2020,1,7.2
18003,2020,2,10.5
18003,2021,1,7.0
18003,2021,2,11.1
18003,2022,1,6.9
18003,2022,2,11.3
18005,2019,1,6.9
18005,2019,2,9.1
18005,2020,1,6.8
18005,2020,2,9.4
18005,2021,1,6.7
18005,2021,2,10.0
18005,2022,1,6.7
18005,2022,2,10.6
18019,2019,1,7.8
18019,2019,2,10.2
18019,2020,1,7.4
18019,2020,2,10.4
18019,2021,1,7.4
18019,2021,2,10.5
18019,2022,1,7.1
18019,2022,2,11.4
18035,2019,1,9.0
18035,2019,2,10.7
18035,2020,1,8.4
18035,2020,2,10.8
18035,2021,1,8.7
18035,2021,2,11.4
18035,2022,1,8.7
18035,2022,2,12.0
18039,2019,1,7.8
18039,2019,2,9.8
18039,2020,1,7.7
18039,2020,2,10.0
18039,2021,1,8.1
18039,2021,2,10.5
18039,2022,1,7.9
18039,2022,2,11.3
18043,2019,1,7.1
18043,2019,2,9.9
18043,2020,1,6.8
18043,2020,2,10.0
18043,2021,1,7.0
18043,2021,2,10.4
18043,2022,1,6.8
18043,2022,2,11.4
18057,2019,1,4.7
18057,2019,2,8.3
18057,2020,1,4.5
18057,2020,2,8.8
18057,2021,1,4.4
18057,2021,2,9.2
18057,2022,1,4.3
18057,2022,2,10.2
18063,2019,1,5.9
18063,2019,2,9.1
18063,2020,1,5.6
18063,2020,2,9.2
18063,2021,1,5.6
18063,2021,2,9.9
18063,2022,1,5.5
18063,2022,2,10.7
18067,2019,1,8.1
18067,2019,2,10.2
18067,2020,1,7.4
18067,2020,2,10.3
18067,2021,1,7.7
18067,2021,2,10.9
18067,2022,1,7.8
18067,2022,2,11.8
18069,2019,1,7.9
18069,2019,2,10.1
18083,2019,1,8.7
18083,2019,2,10.1
18083,2020,1,8.4
18083,2020,2,10.3
18083,2021,1,8.4
18083,2021,2,10.7
18083,2022,1,8.1
18083,2022,2,11.4
18089,2019,1,7.1
18089,2019,2,9.6
18089,2020,1,7.2
18089,2020,2,10.5
18089,2021,1,7.3
18089,2021,2,10.8
18089,2022,1,7.2
18089,2022,2,11.5
18091,2019,1,8.7
18091,2019,2,10.3
18091,2020,1,7.8
18091,2020,2,10.3
18091,2021,1,8.0
18091,2021,2,10.7
18091,2022,1,7.7
18091,2022,2,11.0
18095,2019,1,9.0
18095,2019,2,11.2
18095,2020,1,8.5
18095,2020,2,10.9
18095,2021,1,8.3
18095,2021,2,11.3
18095,2022,1,7.8
18095,2022,2,11.5
18097,2019,1,7.4
18097,2019,2,10.0
18097,2020,1,7.5
18097,2020,2,10.9
18097,2021,1,7.3
18097,2021,2,11.0
18097,2022,1,7.1
18097,2022,2,11.7
18105,2019,1,7.5
18105,2019,2,9.7
18105,2020,1,7.2
18105,2020,2,9.8
18105,2021,1,7.0
18105,2021,2,10.4
18105,2022,1,6.9
18105,2022,2,11.0
18109,2019,1,7.9
18109,2019,2,9.9
18123,2019,1,8.1
18123,2019,2,9.6
18123,2020,1,7.7
18123,2020,2,9.8
18123,2021,1,7.6
18123,2021,2,10.1
18123,2022,1,7.8
18123,2022,2,11.0
18127,2019,1,6.7
18127,2019,2,9.2
18127,2020,1,6.5
18127,2020,2,9.8
18127,2021,1,6.6
18127,2021,2,10.1
18127,2022,1,6.4
18127,2022,2,11.0
18129,2019,1,7.2
18129,2019,2,9.6
18129,2020,1,6.9
18129,2020,2,9.7
18129,2021,1,7.0
18129,2021,2,10.3
18129,2022,1,6.8
18129,2022,2,11.0
18141,2019,1,7.4
18141,2019,2,9.7
18141,2020,1,7.0
18141,2020,2,9.8
18141,2021,1,7.0
18141,2021,2,10.5
18141,2022,1,7.1
18141,2022,2,11.2
18157,2019,1,7.2
18157,2019,2,9.5
18157,2020,1,7.1
18157,2020,2,9.8
18157,2021,1,7.0
18157,2021,2,10.7
18157,2022,1,7.2
18157,2022,2,10.8
18163,2019,1,8.1
18163,2019,2,10.3
18163,2020,1,7.7
18163,2020,2,10.1
18163,2021,1,7.8
18163,2021,2,10.9
18163,2022,1,7.6
18163,2022,2,11.6
18167,2019,1,8.6
18167,2019,2,10.0
18167,2020,1,8.4
18167,2020,2,10.5
18167,2021,1,8.6
18167,2021,2,11.1
18167,2022,1,8.9
18167,2022,2,11.6
18173,2019,1,6.5
18173,2019,2,9.3
18173,2020,1,6.0
18173,2020,2,9.4
18173,2021,1,5.9
18173,2021,2,9.9
18173,2022,1,5.7
18173,2022,2,10.7
19013,2019,1,6.0
19013,2019,2,8.9
19013,2020,1,6.1
19013,2020,2,9.6
19013,2021,1,6.4
19013,2021,2,9.8
19013,2022,1,6.4
19013,2022,2,10.5
19017,2019,1,5.0
19017,2019,2,8.1
19017,2020,1,5.1
19017,2020,2,9.1
19017,2021,1,5.3
19017,2021,2,9.1
19017,2022,1,5.4
19017,2022,2,9.8
19045,2019,1,6.5
19045,2019,2,9.1
19045,2020,1,6.8
19045,2020,2,10.2
19045,2021,1,6.9
19045,2021,2,9.9
19045,2022,1,6.9
19045,2022,2,10.4
19085,2019,1,6.0
19085,2019,2,8.5
19085,2020,1,6.0
19085,2020,2,9.4
19085,2021,1,6.3
19085,2021,2,9.5
19085,2022,1,6.2
19085,2022,2,10.1
19103,2019,1,4.9
19103,2019,2,7.9
19103,2020,1,5.0
19103,2020,2,9.2
19103,2021,1,5.3
19103,2021,2,9.5
19103,2022,1,5.4
19103,2022,2,9.7
19113,2019,1,5.2
19113,2019,2,8.2
19113,2020,1,5.4
19113,2020,2,9.8
19113,2021,1,5.5
19113,2021,2,9.4
19113,2022,1,5.7
19113,2022,2,10.4
19137,2019,1,6.6
19137,2019,2,8.8
19137,2020,1,6.6
19137,2020,2,9.8
19137,2021,1,7.1
19137,2021,2,9.9
19137,2022,1,6.8
19137,2022,2,10.3
19139,2019,1,5.5
19139,2019,2,8.2
19139,2020,1,6.0
19139,2020,2,9.3
19139,2021,1,6.2
19139,2021,2,9.2
19139,2022,1,6.2
19139,2022,2,9.8
19147,2019,1,5.4
19147,2019,2,8.3
19147,2020,1,5.4
19147,2020,2,9.3
19147,2021,1,6.0
19147,2021,2,9.4
19147,2022,1,6.2
19147,2022,2,10.1
19153,2019,1,5.3
19153,2019,2,8.0
19153,2020,1,5.3
19153,2020,2,9.0
19153,2021,1,5.5
19153,2021,2,9.1
19153,2022,1,5.5
19153,2022,2,9.8
19163,2019,1,5.4
19163,2019,2,8.7
19163,2020,1,5.4
19163,2020,2,9.8
19163,2021,1,5.8
19163,2021,2,9.5
19163,2022,1,5.8
19163,2022,2,10.6
19177,2019,1,6.7
19177,2019,2,8.9
19177,2020,1,7.1
19177,2020,2,9.9
19177,2021,1,7.9
19177,2021,2,10.0
19177,2022,1,7.6
19177,2022,2,10.6
20057,2019,1,6.0
20057,2019,2,8.7
20057,2020,1,6.3
20057,2020,2,9.2
20057,2021,1,6.5
20057,2021,2,9.8
20057,2022,1,6.5
20057,2022,2,9.2
20091,2019,1,4.0
20091,2019,2,8.4
20091,2020,1,3.8
20091,2020,2,8.6
20091,2021,1,4.2
20091,2021,2,9.6
20091,2022,1,4.1
20091,2022,2,9.4
20103,2019,1,5.4
20103,2019,2,9.2
20103,2020,1,5.3
20103,2020,2,9.5
20103,2021,1,5.5
20103,2021,2,9.7
20103,2022,1,5.4
20103,2022,2,10.0
20133,2019,1,7.2
20133,2019,2,10.2
20133,2020,1,6.8
20133,2020,2,9.8
20133,2021,1,6.9
20133,2021,2,10.4
20133,2022,1,7.3
20133,2022,2,10.4
20173,2019,1,5.8
20173,2019,2,9.7
20173,2020,1,5.8
20173,2020,2,9.8
20173,2021,1,5.8
20173,2021,2,10.3
20173,2022,1,6.4
20173,2022,2,10.0
20177,2019,1,5.8
20177,2019,2,9.7
20177,2020,1,5.6
20177,2020,2,10.2
20177,2021,1,6.2
20177,2021,2,10.9
20177,2022,1,6.2
20177,2022,2,10.6
20181,2019,1,5.7
20181,2019,2,9.1
20181,2020,1,5.5
20181,2020,2,9.3
20181,2021,1,6.4
20181,2021,2,10.2
20181,2022,1,6.4
20181,2022,2,10.1
20191,2019,1,6.4
20191,2019,2,9.5
20191,2020,1,6.4
20191,2020,2,9.7
20191,2021,1,6.5
20191,2021,2,10.1
20191,2022,1,6.8
20191,2022,2,10.2
20209,2019,1,6.7
20209,2019,2,10.4
20209,2020,1,7.1
20209,2020,2,10.1
20209,2021,1,7.3
20209,2021,2,10.5
20209,2022,1,7.0
20209,2022,2,10.0
21013,2019,1,15.0
21013,2019,2,11.8
21013,2020,1,14.0
21013,2020,2,12.6
21013,2021,1,13.3
21013,2021,2,12.8
21015,2019,1,6.8
21015,2019,2,9.0
21015,2020,1,6.9
21015,2020,2,10.2
21015,2021,1,6.5
21015,2021,2,10.4
21019,2019,1,9.7
21019,2019,2,10.3
21019,2020,1,9.6
21019,2020,2,11.3
21019,2021,1,9.3
21019,2021,2,11.4
21029,2019,1,8.6
21029,2019,2,9.7
21029,2020,1,8.6
21029,2020,2,11.0
21029,2021,1,8.1
21029,2021,2,10.9
21037,2019,1,7.6
21037,2019,2,9.4
21037,2020,1,7.3
21037,2020,2,10.6
21037,2021,1,7.0
21037,2021,2,10.6
21043,2019,1,11.8
21043,2019,2,11.0
21043,2020,1,11.7
21043,2020,2,12.0
21043,2021,1,11.7
21043,2021,2,12.2
21047,2019,1,9.8
21047,2019,2,10.2
21047,2020,1,9.9
21047,2020,2,11.5
21047,2021,1,9.6
21047,2021,2,11.9
21059,2019,1,8.7
21059,2019,2,9.8
21059,2020,1,8.8
21059,2020,2,11.2
21059,2021,1,8.4
21059,2021,2,11.0
21067,2019,1,7.3
21067,2019,2,9.4
21067,2020,1,7.1
21067,2020,2,10.5
21067,2021,1,6.8
21067,2021,2,10.9
21089,2019,1,9.4
21089,2019,2,10.5
21089,2020,1,9.3
21089,2020,2,11.3
21089,2021,1,8.7
21089,2021,2,11.5
21091,2019,1,9.5
21091,2019,2,10.0
21091,2020,1,9.7
21091,2020,2,11.3
21091,2021,1,8.9
21091,2021,2,11.1
21093,2019,1,8.1
21093,2019,2,9.8
21093,2020,1,8.2
21093,2020,2,11.4
21093,2021,1,7.8
21093,2021,2,11.2
21111,2019,1,8.0
21111,2019,2,9.7
21111,2020,1,7.5
21111,2020,2,11.1
21111,2021,1,7.3
21111,2021,2,10.9
21113,2019,1,8.6
21113,2019,2,9.9
21113,2020,1,8.0
21113,2020,2,10.8
21113,2021,1,7.8
21113,2021,2,10.9
21139,2019,1,10.2
21139,2019,2,10.4
21139,2020,1,9.4
21139,2020,2,11.3
21139,2021,1,9.3
21139,2021,2,11.4
21145,2019,1,8.7
21145,2019,2,9.7
21145,2020,1,8.8
21145,2020,2,11.2
21145,2021,1,8.4
21145,2021,2,11.2
21185,2019,1,6.1
21185,2019,2,8.5
21185,2020,1,6.0
21185,2020,2,9.9
21185,2021,1,5.7
21185,2021,2,9.9
21193,2019,1,12.1
21193,2019,2,10.8
21193,2020,1,11.2
21193,2020,2,11.9
21193,2021,1,11.2
21193,2021,2,12.1
21195,2019,1,12.2
21195,2019,2,10.7
21195,2020,1,12.0
21195,2020,2,12.0
21195,2021,1,11.8
21195,2021,2,12.3
21199,2019,1,10.9
21199,2019,2,10.6
21199,2020,1,10.9
21199,2020,2,12.0
21199,2021,1,10.3
21199,2021,2,12.0
21213,2019,1,9.3
21213,2019,2,10.0
21213,2020,1,8.9
21213,2020,2,11.2
21213,2021,1,8.3
21213,2021,2,11.3
21227,2019,1,8.4
21227,2019,2,9.6
21227,2020,1,8.6
21227,2020,2,11.2
21227,2021,1,8.0
21227,2021,2,11.1
22005,2019,1,6.1
22005,2019,2,8.8
22005,2020,1,5.8
22005,2020,2,8.8
22005,2021,1,6.2
22005,2021,2,9.6
22005,2022,1,6.1
22005,2022,2,9.7
22015,2019,1,7.0
22015,2019,2,9.1
22015,2020,1,6.9
22015,2020,2,9.7
22015,2021,1,7.4
22015,2021,2,10.1
22015,2022,1,6.9
22015,2022,2,10.1
22017,2019,1,7.7
22017,2019,2,10.4
22017,2020,1,7.6
22017,2020,2,10.6
22017,2021,1,8.0
22017,2021,2,10.9
22017,2022,1,8.0
22017,2022,2,10.9
22019,2019,1,7.5
22019,2019,2,9.8
22019,2020,1,7.1
22019,2020,2,9.7
22019,2021,1,7.4
22019,2021,2,10.0
22019,2022,1,7.2
22019,2022,2,10.3
22033,2019,1,6.2
22033,2019,2,9.0
22033,2020,1,6.0
22033,2020,2,9.1
22033,2021,1,6.4
22033,2021,2,10.2
22033,2022,1,6.6
22033,2022,2,10.3
22047,2019,1,8.2
22047,2019,2,10.1
22047,2020,1,7.6
22047,2020,2,10.0
22047,2021,1,8.2
22047,2021,2,10.8
22047,2022,1,7.8
22047,2022,2,10.7
22051,2019,1,6.5
22051,2019,2,8.8
22051,2020,1,6.4
22051,2020,2,9.3
22051,2021,1,6.6
22051,2021,2,10.0
22051,2022,1,6.5
22051,2022,2,9.8
22055,2019,1,6.8
22055,2019,2,9.2
22055,2020,1,6.5
22055,2020,2,9.2
22055,2021,1,6.7
22055,2021,2,9.8
22055,2022,1,6.7
22055,2022,2,9.7
22057,2019,1,8.1
22057,2019,2,9.6
22057,2020,1,8.2
22057,2020,2,9.5
22057,2021,1,8.1
22057,2021,2,10.4
22057,2022,1,8.3
22057,2022,2,10.2
22063,2019,1,7.5
22063,2019,2,9.2
22063,2020,1,7.0
22063,2020,2,9.0
22063,2021,1,7.2
22063,2021,2,9.9
22063,2022,1,7.2
22063,2022,2,9.9
22071,2019,1,6.7
22071,2019,2,9.6
22071,2020,1,6.5
22071,2020,2,10.2
22071,2021,1,6.9
22071,2021,2,10.7
22071,2022,1,6.6
22071,2022,2,10.6
22073,2019,1,8.4
22073,2019,2,10.1
22073,2020,1,7.8
22073,2020,2,10.1
22073,2021,1,8.2
22073,2021,2,10.9
22073,2022,1,8.0
22073,2022,2,10.9
22077,2019,1,8.4
22077,2019,2,10.3
22077,2020,1,8.2
22077,2020,2,10.2
22077,2021,1,8.3
22077,2021,2,10.8
22077,2022,1,8.1
22077,2022,2,10.8
22087,2019,1,8.2
22087,2019,2,9.6
22087,2020,1,8.5
22087,2020,2,10.1
22087,2021,1,8.4
22087,2021,2,10.7
22087,2022,1,8.5
22087,2022,2,10.6
22093,2019,1,7.6
22093,2019,2,10.0
22093,2020,1,7.2
22093,2020,2,10.2
22093,2021,1,7.3
22093,2021,2,10.6
22093,2022,1,6.8
22093,2022,2,10.7
22095,2019,1,6.9
22095,2019,2,9.8
22095,2020,1,6.6
22095,2020,2,10.1
22095,2021,1,7.0
22095,2021,2,10.7
22095,2022,1,6.8
22095,2022,2,10.7
22099,2019,1,8.4
22099,2019,2,9.9
22099,2020,1,7.9
22099,2020,2,9.9
22099,2021,1,8.3
22099,2021,2,10.4
22099,2022,1,8.3
22099,2022,2,10.6
22103,2019,1,6.1
22103,2019,2,8.6
22103,2020,1,6.0
22103,2020,2,8.9
22103,2021,1,6.2
22103,2021,2,9.5
22103,2022,1,6.1
22103,2022,2,9.6
22121,2019,1,6.7
22121,2019,2,9.4
22121,2020,1,6.7
22121,2020,2,9.8
22121,2021,1,6.9
22121,2021,2,10.3
22121,2022,1,6.6
22121,2022,2,10.4
23001,2019,1,7.9
23001,2019,2,10.5
23001,2020,1,7.9
23001,2020,2,11.4
23001,2021,1,7.7
23001,2021,2,12.4
23001,2022,1,7.6
23001,2022,2,13.4
23003,2019,1,9.3
23003,2019,2,12.1
23003,2020,1,8.7
23003,2020,2,11.5
23003,2021,1,8.6
23003,2021,2,12.1
23003,2022,1,8.3
23003,2022,2,13.6
23005,2019,1,6.0
23005,2019,2,10.7
23005,2020,1,5.7
23005,2020,2,10.2
