CountyFIPS,Year,Population,Log_Population,Smoking_AdjPrev,Complete_4_Years,is_extreme_smoking,is_extreme_population
6107,2019,466195,5.668567611346604,14.9,True,False,False
6107,2020,468680,5.670876421250182,15.6,True,False,False
6107,2021,477054,5.6785675416704215,14.7,True,False,False
6107,2022,479468,5.680759627383279,14.2,True,False,False
6109,2019,54478,4.736221155349159,15.0,True,False,False
6109,2020,54515,4.736516016421845,13.9,True,False,False
6109,2021,55810,4.74671202251666,13.2,True,False,False
6109,2022,54204,4.734031336609019,12.9,True,False,False
6111,2019,846006,5.92737344313081,10.6,True,False,True
6111,2020,841387,5.924995797588417,11.1,True,False,True
6111,2021,839784,5.924167595977194,10.8,True,False,True
6111,2022,829590,5.918863508362911,10.5,True,False,True
6113,2019,220500,5.343408593803857,12.2,True,False,False
6113,2020,219728,5.341885402713267,12.2,True,False,False
6113,2021,216986,5.336431713945819,11.4,True,False,False
6113,2022,220544,5.3434952470958965,11.1,True,False,False
8001,2019,517421,5.713844050973184,15.0,True,False,False
8001,2020,519883,5.715905616381643,14.4,True,False,False
8001,2021,522140,5.717786964832727,15.3,True,False,False
8001,2022,533365,5.727024513405627,13.2,True,False,False
8005,2019,656590,5.8172942640499,13.1,True,False,False
8005,2020,657452,5.8178640508559525,13.1,True,False,False
8005,2021,654900,5.816174990428801,12.9,True,False,False
8005,2022,656061,5.816944221588706,10.4,True,False,False
8007,2019,14029,4.147026715222231,14.2,True,False,False
8007,2020,14196,4.152165990675555,14.0,True,False,False
8007,2021,13790,4.139564266175849,14.4,True,False,False
8007,2022,14189,4.151951788707265,12.1,True,False,False
8013,2019,326196,5.513478631172133,11.1,True,False,False
8013,2020,327171,5.514774801423062,11.3,True,False,False
8013,2021,329543,5.517912090991635,11.0,True,False,False
8013,2022,326831,5.514323242751529,9.4,True,False,False
8019,2019,9700,3.9867717342662448,13.7,True,False,False
8019,2020,9586,3.981637424655769,12.6,True,False,False
8019,2021,9446,3.975247941240681,11.6,True,False,False
8019,2022,9147,3.961278679085043,9.9,True,False,False
8029,2019,31162,4.493625323233193,19.4,False,False,False
8029,2020,31067,4.492299317421358,19.5,False,False,False
8029,2021,31661,4.500524627760176,18.2,False,False,False
8031,2019,727211,5.861660439525201,13.2,True,False,False
8031,2020,735538,5.866605114540101,13.6,True,False,False
8031,2021,711463,5.852152319299209,12.6,True,False,False
8031,2022,716577,5.855262864486822,10.2,True,False,False
8035,2019,351154,5.545497619834844,9.8,True,False,False
